dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,abbreviation,dept_code,report_quarter,report_fiscal_year,dept_major_code
Mural Arts Program,2652179,2022,Adopted Budget,Full Year,2021-12-31,Mural Arts Program,Mural Arts,50,2,2022,50
Office of Behavioral Hith & Intellectual disAbility,23546932,2022,Adopted Budget,Full Year,2021-12-31,Behavioral Health and Intellectual Disability Services,DBH/IDS,15,2,2022,15
Office of the Chief Administrative Officer,10944536,2022,Adopted Budget,Full Year,2021-12-31,Office of the Chief Administrative Officer,CAO,65,2,2022,65
Office of Children and Families,442000,2022,Adopted Budget,Full Year,2021-12-31,Office of Children and Families,OCF,66,2,2022,66
Office of Homeless Services,55321342,2022,Adopted Budget,Full Year,2021-12-31,Office of Homeless Services,OHS,24,2,2022,24
Office of Human Resources,6470804,2022,Adopted Budget,Full Year,2021-12-31,Office of Human Resources,OHR,56,2,2022,56
Office of Innovation and Technology-Base,78787583,2022,Adopted Budget,Full Year,2021-12-31,Office of Innovation and Technology,OIT,04,2,2022,04
Office of Innovation and Technology-911,31334577,2022,Adopted Budget,Full Year,2021-12-31,OIT: 911,,04911,2,2022,04
Office of the Inspector General,1607423,2022,Adopted Budget,Full Year,2021-12-31,Office of the Inspector General,OIG,48,2,2022,48
Office of Property Assessment,16783833,2022,Adopted Budget,Full Year,2021-12-31,Office of Property Assessment,OPA,59,2,2022,59
Office of Sustainability,1574587,2022,Adopted Budget,Full Year,2021-12-31,Office of Sustainability,Sustainability,49,2,2022,49
Parks and Recreation,62564553,2022,Adopted Budget,Full Year,2021-12-31,Department of Parks and Recreation,Parks & Recreation,16,2,2022,16
Planning & Development,17073828,2022,Adopted Budget,Full Year,2021-12-31,Department of Planning and Development,Planning & Development,72,2,2022,72
Police,729347734,2022,Adopted Budget,Full Year,2021-12-31,Police Department,Police,11,2,2022,11
Prisons,237651313,2022,Adopted Budget,Full Year,2021-12-31,Philadelphia Prison System,Prisons,23,2,2022,23
Procurement,6056338,2022,Adopted Budget,Full Year,2021-12-31,Procurement Department,Procurement,38,2,2022,38
Public Health,163004196,2022,Adopted Budget,Full Year,2021-12-31,Department of Public Health,Public Health,14,2,2022,14
Public Property,73425346,2022,Adopted Budget,Full Year,2021-12-31,Department of Public Property,Public Property,20,2,2022,20
Public Property-SEPTA Subsidy,91214000,2022,Adopted Budget,Full Year,2021-12-31,Public Property: SEPTA Subsidy,,20SS,2,2022,20
Public Property-Space Rentals,30631626,2022,Adopted Budget,Full Year,2021-12-31,Public Property: Space Rentals,,20SR,2,2022,20
Public Property-Utilities,24875748,2022,Adopted Budget,Full Year,2021-12-31,Public Property: Utilities,,20U,2,2022,20
Records,3912713,2022,Adopted Budget,Full Year,2021-12-31,Department of Records,Records,31,2,2022,31
Register of Wills,4281429,2022,Adopted Budget,Full Year,2021-12-31,Register of Wills,,68,2,2022,68
Revenue,26943273,2022,Adopted Budget,Full Year,2021-12-31,Department of Revenue,Revenue,36,2,2022,36
Sheriff,26795874,2022,Adopted Budget,Full Year,2021-12-31,Office of the Sheriff,Sheriff,70,2,2022,70
Sinking Fund Commission (Debt Service),297227515,2022,Adopted Budget,Full Year,2021-12-31,Sinking Fund Commission,Sinking Fund,37,2,2022,37
Streets-Disposal,59762580,2022,Adopted Budget,Full Year,2021-12-31,Streets: Disposal,,12D,2,2022,12
Streets,113672053,2022,Adopted Budget,Full Year,2021-12-31,Streets Department,Streets,12,2,2022,12
Art Museum Subsidy,2040000,2022,Target Budget,Full Year,2021-12-31,Art Museum,,34,2,2022,34
Auditing (City Controller's Office),9853289,2022,Target Budget,Full Year,2021-12-31,City Controller's Office,,61,2,2022,61
Board of Ethics,975196,2022,Target Budget,Full Year,2021-12-31,Board of Ethics,,45,2,2022,45
Board of Revision of Taxes,1053462,2022,Target Budget,Full Year,2021-12-31,Board of Revision of Taxes,BRT,63,2,2022,63
City Commissioners (Election Board),22023052,2022,Target Budget,Full Year,2021-12-31,City Commissioner's Office,City Commissioners,73,2,2022,73
City Council,18677973,2022,Target Budget,Full Year,2021-12-31,City Council,,01,2,2022,01
City Treasurer,4598767,2022,Target Budget,Full Year,2021-12-31,Office of the City Treasurer,City Treasurer,40,2,2022,40
Civil Service Commission,118984988,2022,Target Budget,Full Year,2021-12-31,Civil Service Commission,,55,2,2022,55
Commerce,14201544,2022,Target Budget,Full Year,2021-12-31,Office of the Director of Commerce,Commerce,42,2,2022,42
Commerce-Convention Center Subsidy,15000000,2022,Target Budget,Full Year,2021-12-31,Commerce: Convention Center Subsidy,,42CC,2,2022,42
Commerce-Economic Stimulus,5834550,2022,Target Budget,Full Year,2021-12-31,Commerce: Economic Stimulus,,42ES,2,2022,42
District Attorney,41831659,2022,Target Budget,Full Year,2021-12-31,District Attorney's Office,DAO,69,2,2022,69
Finance,42964749,2022,Target Budget,Full Year,2021-12-31,Office of the Director of Finance,Finance,35,2,2022,35
Finance-Budget Stabilization Reserve,0,2022,Target Budget,Full Year,2021-12-31,Finance: Budget Stabilization Reserve,,35BSR,2,2022,35
Finance-Disability-Reg #32 Payroll,2293165,2022,Target Budget,Full Year,2021-12-31,Finance: Reg #32,,35R32,2,2022,35
Finance-Recession Reserve and Reopening,42500000,2022,Target Budget,Full Year,2021-12-31,Finance: Recession Reserve,,35RR,2,2022,35
Finance-Community College Subsidy,48128075,2022,Target Budget,Full Year,2021-12-31,Finance: Community College Subsidy,,35CC,2,2022,35
Finance - Employee Benefits *,1451381742,2022,Target Budget,Full Year,2021-12-31,Finance: Employee Benefits,,35EB,2,2022,35
Finance-Hero Scholarship Awards,25000,2022,Target Budget,Full Year,2021-12-31,Finance: Hero Scholarship Awards,,35HA,2,2022,35
Finance-Indemnities,49246000,2022,Target Budget,Full Year,2021-12-31,Finance: Indemnities,,35IN,2,2022,35
Finance-Refunds,250000,2022,Target Budget,Full Year,2021-12-31,Finance: Refunds,,35R,2,2022,35
Finance-School District Contribution,255953201,2022,Target Budget,Full Year,2021-12-31,Finance: School District Contribution,,35SD,2,2022,35
Finance-Witness Fees,171518,2022,Target Budget,Full Year,2021-12-31,Finance: Witness Fees,,35WF,2,2022,35
Fire,358512026,2022,Target Budget,Full Year,2021-12-31,Fire Department,Fire,13,2,2022,13
First Judicial District,117199029,2022,Target Budget,Full Year,2021-12-31,First Judicial District,FJD,84,2,2022,84
Fleet Services,46346718,2022,Target Budget,Full Year,2021-12-31,Office of Fleet Management,Fleet,25,2,2022,25
Fleet Services - Vehicle Purchases,9745852,2022,Target Budget,Full Year,2021-12-31,Fleet: Vehicle Lease/Purchases,,25V,2,2022,25
Free Library,42975342,2022,Target Budget,Full Year,2021-12-31,The Free Library of Philadelphia,Free Library,52,2,2022,52
Human Relations Commission,2387728,2022,Target Budget,Full Year,2021-12-31,Commission on Human Relations,Human Relations,54,2,2022,54
Human Services,179812558,2022,Target Budget,Full Year,2021-12-31,Department of Human Services,DHS,22,2,2022,22
Labor,3214659,2022,Target Budget,Full Year,2021-12-31,Labor,,03,2,2022,03
Law,19047482,2022,Target Budget,Full Year,2021-12-31,Law Department,Law,44,2,2022,44
Licenses & Inspections,38684445,2022,Target Budget,Full Year,2021-12-31,Department of Licenses and Inspections,L&I,26,2,2022,26
L&I-Board of Building Standards,79557,2022,Target Budget,Full Year,2021-12-31,L&I: Board of Building and Standards,,29,2,2022,29
L&I-Board of L & I Review,176071,2022,Target Budget,Full Year,2021-12-31,L&I: Board of Review,,27,2,2022,27
Managing Director's Office,124474461,2022,Target Budget,Full Year,2021-12-31,Managing Director's Office,MDO,10,2,2022,10
Managing Director-Legal Services,52404449,2022,Target Budget,Full Year,2021-12-31,MDO: Legal Services,,10LS,2,2022,10
Mayor's Office,6704201,2022,Target Budget,Full Year,2021-12-31,Mayor's Office,Mayor,05,2,2022,05
Mayor's Office-Scholarships,135000,2022,Target Budget,Full Year,2021-12-31,Mayor's Office: Scholarships,,05S,2,2022,05
Mayor's Office-Comm. Empowerment & Opp.,1509000,2022,Target Budget,Full Year,2021-12-31,Mayor's Office of Community Empowerment and Opportunity,CEO,08,2,2022,08
Mural Arts Program,2652179,2022,Target Budget,Full Year,2021-12-31,Mural Arts Program,Mural Arts,50,2,2022,50
Office of Behavioral Hith & Intellectual disAbility,23526291,2022,Target Budget,Full Year,2021-12-31,Behavioral Health and Intellectual Disability Services,DBH/IDS,15,2,2022,15
Office of the Chief Administrative Officer,10616200,2022,Target Budget,Full Year,2021-12-31,Office of the Chief Administrative Officer,CAO,65,2,2022,65
Office of Children and Families,442000,2022,Target Budget,Full Year,2021-12-31,Office of Children and Families,OCF,66,2,2022,66
Office of Homeless Services,55321342,2022,Target Budget,Full Year,2021-12-31,Office of Homeless Services,OHS,24,2,2022,24
Office of Human Resources,6420804,2022,Target Budget,Full Year,2021-12-31,Office of Human Resources,OHR,56,2,2022,56
Office of Innovation and Technology-Base,79489433,2022,Target Budget,Full Year,2021-12-31,Office of Innovation and Technology,OIT,04,2,2022,04
Office of Innovation and Technology-911,31334577,2022,Target Budget,Full Year,2021-12-31,OIT: 911,,04911,2,2022,04
Office of the Inspector General,1559200,2022,Target Budget,Full Year,2021-12-31,Office of the Inspector General,OIG,48,2,2022,48
Office of Property Assessment,16387833,2022,Target Budget,Full Year,2021-12-31,Office of Property Assessment,OPA,59,2,2022,59
Office of Sustainability,1527587,2022,Target Budget,Full Year,2021-12-31,Office of Sustainability,Sustainability,49,2,2022,49
Parks and Recreation,61564553,2022,Target Budget,Full Year,2021-12-31,Department of Parks and Recreation,Parks & Recreation,16,2,2022,16
Planning & Development,17073828,2022,Target Budget,Full Year,2021-12-31,Department of Planning and Development,Planning & Development,72,2,2022,72
Police,723347734,2022,Target Budget,Full Year,2021-12-31,Police Department,Police,11,2,2022,11
Prisons,250251313,2022,Target Budget,Full Year,2021-12-31,Philadelphia Prison System,Prisons,23,2,2022,23
Procurement,6056338,2022,Target Budget,Full Year,2021-12-31,Procurement Department,Procurement,38,2,2022,38
Public Health,163004196,2022,Target Budget,Full Year,2021-12-31,Department of Public Health,Public Health,14,2,2022,14
Public Property,73065346,2022,Target Budget,Full Year,2021-12-31,Department of Public Property,Public Property,20,2,2022,20
Public Property-SEPTA Subsidy,91214000,2022,Target Budget,Full Year,2021-12-31,Public Property: SEPTA Subsidy,,20SS,2,2022,20
Public Property-Space Rentals,29845243,2022,Target Budget,Full Year,2021-12-31,Public Property: Space Rentals,,20SR,2,2022,20
Public Property-Utilities,24875748,2022,Target Budget,Full Year,2021-12-31,Public Property: Utilities,,20U,2,2022,20
Records,3987713,2022,Target Budget,Full Year,2021-12-31,Department of Records,Records,31,2,2022,31
Register of Wills,4281429,2022,Target Budget,Full Year,2021-12-31,Register of Wills,,68,2,2022,68
Revenue,25402302,2022,Target Budget,Full Year,2021-12-31,Department of Revenue,Revenue,36,2,2022,36
Sheriff,26795874,2022,Target Budget,Full Year,2021-12-31,Office of the Sheriff,Sheriff,70,2,2022,70
Sinking Fund Commission (Debt Service),297227515,2022,Target Budget,Full Year,2021-12-31,Sinking Fund Commission,Sinking Fund,37,2,2022,37
Streets-Disposal,55762580,2022,Target Budget,Full Year,2021-12-31,Streets: Disposal,,12D,2,2022,12
Streets,113595833,2022,Target Budget,Full Year,2021-12-31,Streets Department,Streets,12,2,2022,12
Art Museum Subsidy,2040000,2022,Current Projection,Full Year,2021-12-31,Art Museum,,34,2,2022,34
Auditing (City Controller's Office),10308438,2022,Current Projection,Full Year,2021-12-31,City Controller's Office,,61,2,2022,61
Board of Ethics,998750,2022,Current Projection,Full Year,2021-12-31,Board of Ethics,,45,2,2022,45
Board of Revision of Taxes,1074975,2022,Current Projection,Full Year,2021-12-31,Board of Revision of Taxes,BRT,63,2,2022,63
City Commissioners (Election Board),22369560,2022,Current Projection,Full Year,2021-12-31,City Commissioner's Office,City Commissioners,73,2,2022,73
City Council,18864888,2022,Current Projection,Full Year,2021-12-31,City Council,,01,2,2022,01
City Treasurer,4651040,2022,Current Projection,Full Year,2021-12-31,Office of the City Treasurer,City Treasurer,40,2,2022,40
Civil Service Commission,6960820,2022,Current Projection,Full Year,2021-12-31,Civil Service Commission,,55,2,2022,55
Commerce,14268497,2022,Current Projection,Full Year,2021-12-31,Office of the Director of Commerce,Commerce,42,2,2022,42
Commerce-Convention Center Subsidy,15000000,2022,Current Projection,Full Year,2021-12-31,Commerce: Convention Center Subsidy,,42CC,2,2022,42
Commerce-Economic Stimulus,5834550,2022,Current Projection,Full Year,2021-12-31,Commerce: Economic Stimulus,,42ES,2,2022,42
District Attorney,42689582,2022,Current Projection,Full Year,2021-12-31,District Attorney's Office,DAO,69,2,2022,69
Finance,43555754,2022,Current Projection,Full Year,2021-12-31,Office of the Director of Finance,Finance,35,2,2022,35
Finance-Budget Stabilization Reserve,0,2022,Current Projection,Full Year,2021-12-31,Finance: Budget Stabilization Reserve,,35BSR,2,2022,35
Finance-Disability-Reg #32 Payroll,2293165,2022,Current Projection,Full Year,2021-12-31,Finance: Reg #32,,35R32,2,2022,35
Finance-Recession Reserve and Reopening,42500000,2022,Current Projection,Full Year,2021-12-31,Finance: Recession Reserve,,35RR,2,2022,35
Finance-Community College Subsidy,48128075,2022,Current Projection,Full Year,2021-12-31,Finance: Community College Subsidy,,35CC,2,2022,35
Finance - Employee Benefits *,1504750683,2022,Current Projection,Full Year,2021-12-31,Finance: Employee Benefits,,35EB,2,2022,35
Finance-Hero Scholarship Awards,25000,2022,Current Projection,Full Year,2021-12-31,Finance: Hero Scholarship Awards,,35HA,2,2022,35
Finance-Indemnities,49246000,2022,Current Projection,Full Year,2021-12-31,Finance: Indemnities,,35IN,2,2022,35
Finance-Refunds,250000,2022,Current Projection,Full Year,2021-12-31,Finance: Refunds,,35R,2,2022,35
Finance-School District Contribution,255953201,2022,Current Projection,Full Year,2021-12-31,Finance: School District Contribution,,35SD,2,2022,35
Finance-Witness Fees,171518,2022,Current Projection,Full Year,2021-12-31,Finance: Witness Fees,,35WF,2,2022,35
Fire,373167463,2022,Current Projection,Full Year,2021-12-31,Fire Department,Fire,13,2,2022,13
First Judicial District,118825285,2022,Current Projection,Full Year,2021-12-31,First Judicial District,FJD,84,2,2022,84
Fleet Services,47236065,2022,Current Projection,Full Year,2021-12-31,Office of Fleet Management,Fleet,25,2,2022,25
Fleet Services - Vehicle Purchases,9745852,2022,Current Projection,Full Year,2021-12-31,Fleet: Vehicle Lease/Purchases,,25V,2,2022,25
Free Library,45326677,2022,Current Projection,Full Year,2021-12-31,The Free Library of Philadelphia,Free Library,52,2,2022,52
Human Relations Commission,2526595,2022,Current Projection,Full Year,2021-12-31,Commission on Human Relations,Human Relations,54,2,2022,54
Human Services,181234022,2022,Current Projection,Full Year,2021-12-31,Department of Human Services,DHS,22,2,2022,22
Labor,3258494,2022,Current Projection,Full Year,2021-12-31,Labor,,03,2,2022,03
Law,19259000,2022,Current Projection,Full Year,2021-12-31,Law Department,Law,44,2,2022,44
Licenses & Inspections,41049086,2022,Current Projection,Full Year,2021-12-31,Department of Licenses and Inspections,L&I,26,2,2022,26
L&I-Board of Building Standards,82151,2022,Current Projection,Full Year,2021-12-31,L&I: Board of Building and Standards,,29,2,2022,29
L&I-Board of L & I Review,181598,2022,Current Projection,Full Year,2021-12-31,L&I: Board of Review,,27,2,2022,27
Managing Director's Office,125880993,2022,Current Projection,Full Year,2021-12-31,Managing Director's Office,MDO,10,2,2022,10
Managing Director-Legal Services,52404449,2022,Current Projection,Full Year,2021-12-31,MDO: Legal Services,,10LS,2,2022,10
Mayor's Office,6782234,2022,Current Projection,Full Year,2021-12-31,Mayor's Office,Mayor,05,2,2022,05
Mayor's Office-Scholarships,135000,2022,Current Projection,Full Year,2021-12-31,Mayor's Office: Scholarships,,05S,2,2022,05
Mayor's Office-Comm. Empowerment & Opp.,1509000,2022,Current Projection,Full Year,2021-12-31,Mayor's Office of Community Empowerment and Opportunity,CEO,08,2,2022,08
Mural Arts Program,2659013,2022,Current Projection,Full Year,2021-12-31,Mural Arts Program,Mural Arts,50,2,2022,50
Office of Behavioral Hith & Intellectual disAbility,23579056,2022,Current Projection,Full Year,2021-12-31,Behavioral Health and Intellectual Disability Services,DBH/IDS,15,2,2022,15
Office of the Chief Administrative Officer,10708161,2022,Current Projection,Full Year,2021-12-31,Office of the Chief Administrative Officer,CAO,65,2,2022,65
Office of Children and Families,447742,2022,Current Projection,Full Year,2021-12-31,Office of Children and Families,OCF,66,2,2022,66
Office of Homeless Services,55800860,2022,Current Projection,Full Year,2021-12-31,Office of Homeless Services,OHS,24,2,2022,24
Office of Human Resources,6623583,2022,Current Projection,Full Year,2021-12-31,Office of Human Resources,OHR,56,2,2022,56
Office of Innovation and Technology-Base,80129051,2022,Current Projection,Full Year,2021-12-31,Office of Innovation and Technology,OIT,04,2,2022,04
Office of Innovation and Technology-911,31334577,2022,Current Projection,Full Year,2021-12-31,OIT: 911,,04911,2,2022,04
Office of the Inspector General,1581202,2022,Current Projection,Full Year,2021-12-31,Office of the Inspector General,OIG,48,2,2022,48
Office of Property Assessment,17223695,2022,Current Projection,Full Year,2021-12-31,Office of Property Assessment,OPA,59,2,2022,59
Office of Sustainability,1537959,2022,Current Projection,Full Year,2021-12-31,Office of Sustainability,Sustainability,49,2,2022,49
Parks and Recreation,65369958,2022,Current Projection,Full Year,2021-12-31,Department of Parks and Recreation,Parks & Recreation,16,2,2022,16
