sector,parent_sector,year,fiscal_year,fiscal_quarter,total,date
Hospitals,Health and Social Services,2015,2015,4,44522122.0,2015-04-01
Security and Investigation Services,Other Sectors,2015,2015,4,1894245.0,2015-04-01
Other Sectors,,2015,2015,4,31029749.0,2015-04-01
Outpatient Care Centers and Other Health Services,Health and Social Services,2015,2015,4,13485804.0,2015-04-01
College and Universities,Education,2015,2015,4,30879575.0,2015-04-01
Metal Manufacturing,Manufacturing,2015,2015,4,2248405.0,2015-04-01
"Accounting, Auditing, Bookkeeping",Professional Services,2015,2015,4,4834238.0,2015-04-01
"City, School District, Local Quasi Govt.",Government,2015,2015,4,31154301.0,2015-04-01
Unclassified Accounts,,2015,2015,4,1264685.0,2015-04-01
Computer,Professional Services,2015,2015,4,4246079.0,2015-04-01
Social Services,Health and Social Services,2015,2015,4,7654354.0,2015-04-01
"Publishing, Broadcasting, and Other Information",,2015,2015,4,5825051.0,2015-04-01
Services to Buildings,Other Sectors,2015,2015,4,2731060.0,2015-04-01
Miscellaneous Sectors,Other Sectors,2015,2015,4,11185876.0,2015-04-01
"Elementary, Secondary Schools",Education,2015,2015,4,6211463.0,2015-04-01
Restaurants,,2015,2015,3,10939043.0,2015-01-01
Services to Buildings,Other Sectors,2015,2015,3,2912566.0,2015-01-01
Government,,2015,2015,3,50318162.0,2015-01-01
Security and Investigation Services,Other Sectors,2015,2015,3,2072533.0,2015-01-01
Transportation Equipment,Manufacturing,2015,2015,3,2640540.0,2015-01-01
"Elementary, Secondary Schools",Education,2015,2015,3,6251554.0,2015-01-01
"Real Estate, Rental and Leasing",,2015,2015,3,7481026.0,2015-01-01
"Chemicals, Petroleum Refining",Manufacturing,2015,2015,3,6202125.0,2015-01-01
Retail Trade,,2015,2015,3,21354174.0,2015-01-01
"Doctors, Dentists, and Other Health Practitioners",Health and Social Services,2015,2015,3,11537194.0,2015-01-01
Other Educational Services,Education,2015,2015,3,2951531.0,2015-01-01
"Arts, Entertainment, and Other Recreation",,2015,2015,3,3055903.0,2015-01-01
Construction,,2015,2015,3,13281702.0,2015-01-01
College and Universities,Education,2015,2015,3,29823051.0,2015-01-01
Miscellaneous Manufacturing,Manufacturing,2015,2015,3,6606079.0,2015-01-01
Insurance,,2015,2015,3,18084671.0,2015-01-01
Engineering & Architectural Services,Professional Services,2015,2015,3,5627495.0,2015-01-01
Metal Manufacturing,Manufacturing,2015,2015,3,2373000.0,2015-01-01
Unclassified Accounts,,2015,2015,3,1421748.0,2015-01-01
Manufacturing,,2015,2015,3,32010920.0,2015-01-01
State Government (PA),Government,2015,2015,3,3034686.0,2015-01-01
Outpatient Care Centers and Other Health Services,Health and Social Services,2015,2015,3,14559735.0,2015-01-01
"Accounting, Auditing, Bookkeeping",Professional Services,2015,2015,3,4777567.0,2015-01-01
Nursing & Personal Care Facilities,Health and Social Services,2015,2015,3,8470630.0,2015-01-01
Membership Organizations,Other Sectors,2015,2015,3,8532243.0,2015-01-01
Securities / Financial Investments,,2015,2015,3,17351957.0,2015-01-01
Social Services,Health and Social Services,2015,2015,3,7897793.0,2015-01-01
Wholesale Trade,,2015,2015,3,10548837.0,2015-01-01
Food & Beverage Products,Manufacturing,2015,2015,3,3746784.0,2015-01-01
Miscellaneous Sectors,Other Sectors,2015,2015,3,10422807.0,2015-01-01
Federal Government,Government,2015,2015,3,20493866.0,2015-01-01
Health and Social Services,,2015,2015,3,86796012.0,2015-01-01
Public Utilities,,2015,2015,3,4021459.0,2015-01-01
"City, School District, Local Quasi Govt.",Government,2015,2015,3,26283404.0,2015-01-01
Transportation and Warehousing,,2015,2015,3,14835430.0,2015-01-01
Telecommunication,,2015,2015,3,12156063.0,2015-01-01
Advertising and Other Professional Services,Professional Services,2015,2015,3,6809087.0,2015-01-01
Employment/Outsourcing Agencies,Other Sectors,2015,2015,3,7053768.0,2015-01-01
Management Consulting,Professional Services,2015,2015,3,11045008.0,2015-01-01
Banking & Credit Unions,,2015,2015,3,11153783.0,2015-01-01
Computer,Professional Services,2015,2015,3,4211386.0,2015-01-01
Education,,2015,2015,3,39026136.0,2015-01-01
Legal Services,Professional Services,2015,2015,3,24274302.0,2015-01-01
Pharmaceuticals,Manufacturing,2015,2015,3,8199807.0,2015-01-01
Sport Teams,,2015,2015,3,4270757.0,2015-01-01
"Machinery, Electronic, and Other Electric Equipment",Manufacturing,2015,2015,3,2242585.0,2015-01-01
Other Governments,Government,2015,2015,3,506207.0,2015-01-01
Other Sectors,,2015,2015,3,30993917.0,2015-01-01
Hotels,,2015,2015,3,2642270.0,2015-01-01
"Publishing, Broadcasting, and Other Information",,2015,2015,3,6371526.0,2015-01-01
Hospitals,Health and Social Services,2015,2015,3,44330660.0,2015-01-01
Professional Services,,2015,2015,3,56744845.0,2015-01-01
"Publishing, Broadcasting, and Other Information",,2014,2015,2,5720030.0,2014-10-01
Miscellaneous Manufacturing,Manufacturing,2014,2015,2,5969481.0,2014-10-01
Health and Social Services,,2014,2015,2,84376294.0,2014-10-01
Telecommunication,,2014,2015,2,7047902.0,2014-10-01
"Doctors, Dentists, and Other Health Practitioners",Health and Social Services,2014,2015,2,10587592.0,2014-10-01
Professional Services,,2014,2015,2,43567918.0,2014-10-01
"Real Estate, Rental and Leasing",,2014,2015,2,6254137.0,2014-10-01
Management Consulting,Professional Services,2014,2015,2,8764638.0,2014-10-01
Hotels,,2014,2015,2,2922609.0,2014-10-01
Hospitals,Health and Social Services,2014,2015,2,44932668.0,2014-10-01
Miscellaneous Sectors,Other Sectors,2014,2015,2,9554507.0,2014-10-01
Public Utilities,,2014,2015,2,3055141.0,2014-10-01
Transportation and Warehousing,,2014,2015,2,14517504.0,2014-10-01
Advertising and Other Professional Services,Professional Services,2014,2015,2,6152313.0,2014-10-01
Employment/Outsourcing Agencies,Other Sectors,2014,2015,2,6812373.0,2014-10-01
Education,,2014,2015,2,42523074.0,2014-10-01
Restaurants,,2014,2015,2,12040725.0,2014-10-01
Membership Organizations,Other Sectors,2014,2015,2,8556038.0,2014-10-01
Nursing & Personal Care Facilities,Health and Social Services,2014,2015,2,8386864.0,2014-10-01
"Machinery, Electronic, and Other Electric Equipment",Manufacturing,2014,2015,2,2166276.0,2014-10-01
"Arts, Entertainment, and Other Recreation",,2014,2015,2,2709086.0,2014-10-01
"Accounting, Auditing, Bookkeeping",Professional Services,2014,2015,2,4826511.0,2014-10-01
Unclassified Accounts,,2014,2015,2,1087017.0,2014-10-01
Transportation Equipment,Manufacturing,2014,2015,2,2505869.0,2014-10-01
Wholesale Trade,,2014,2015,2,10086268.0,2014-10-01
"Elementary, Secondary Schools",Education,2014,2015,2,6288701.0,2014-10-01
Security and Investigation Services,Other Sectors,2014,2015,2,1986761.0,2014-10-01
Computer,Professional Services,2014,2015,2,3781782.0,2014-10-01
Other Educational Services,Education,2014,2015,2,3004475.0,2014-10-01
State Government (PA),Government,2014,2015,2,3032631.0,2014-10-01
Insurance,,2014,2015,2,11554179.0,2014-10-01
Construction,,2014,2015,2,14230496.0,2014-10-01
Social Services,Health and Social Services,2014,2015,2,7536547.0,2014-10-01
Other Sectors,,2014,2015,2,29820818.0,2014-10-01
Food & Beverage Products,Manufacturing,2014,2015,2,3944733.0,2014-10-01
Federal Government,Government,2014,2015,2,27780440.0,2014-10-01
"Chemicals, Petroleum Refining",Manufacturing,2014,2015,2,4269012.0,2014-10-01
"City, School District, Local Quasi Govt.",Government,2014,2015,2,30137126.0,2014-10-01
Government,,2014,2015,2,61470632.0,2014-10-01
Other Governments,Government,2014,2015,2,520436.0,2014-10-01
Securities / Financial Investments,,2014,2015,2,8938640.0,2014-10-01
Pharmaceuticals,Manufacturing,2014,2015,2,4516492.0,2014-10-01
Retail Trade,,2014,2015,2,19893322.0,2014-10-01
Sport Teams,,2014,2015,2,4999632.0,2014-10-01
Manufacturing,,2014,2015,2,25437941.0,2014-10-01
Banking & Credit Unions,,2014,2015,2,7521363.0,2014-10-01
Engineering & Architectural Services,Professional Services,2014,2015,2,4975698.0,2014-10-01
Services to Buildings,Other Sectors,2014,2015,2,2911141.0,2014-10-01
College and Universities,Education,2014,2015,2,33229897.0,2014-10-01
Metal Manufacturing,Manufacturing,2014,2015,2,2066080.0,2014-10-01
Outpatient Care Centers and Other Health Services,Health and Social Services,2014,2015,2,12932622.0,2014-10-01
Legal Services,Professional Services,2014,2015,2,15066975.0,2014-10-01
Food & Beverage Products,Manufacturing,2014,2015,1,3422231.0,2014-07-01
Public Utilities,,2014,2015,1,2742370.0,2014-07-01
Transportation and Warehousing,,2014,2015,1,13386165.0,2014-07-01
Advertising and Other Professional Services,Professional Services,2014,2015,1,5727090.0,2014-07-01
Insurance,,2014,2015,1,12373973.0,2014-07-01
College and Universities,Education,2014,2015,1,32414078.0,2014-07-01
Wholesale Trade,,2014,2015,1,9422892.0,2014-07-01
Employment/Outsourcing Agencies,Other Sectors,2014,2015,1,6247427.0,2014-07-01
Outpatient Care Centers and Other Health Services,Health and Social Services,2014,2015,1,13095082.0,2014-07-01
Hospitals,Health and Social Services,2014,2015,1,45439432.0,2014-07-01
Hotels,,2014,2015,1,2777652.0,2014-07-01
Securities / Financial Investments,,2014,2015,1,8755769.0,2014-07-01
"Publishing, Broadcasting, and Other Information",,2014,2015,1,5361821.0,2014-07-01
"City, School District, Local Quasi Govt.",Government,2014,2015,1,29493688.0,2014-07-01
Services to Buildings,Other Sectors,2014,2015,1,2913944.0,2014-07-01
Federal Government,Government,2014,2015,1,13247598.0,2014-07-01
Miscellaneous Manufacturing,Manufacturing,2014,2015,1,5794787.0,2014-07-01
Other Sectors,,2014,2015,1,30449891.0,2014-07-01
"Real Estate, Rental and Leasing",,2014,2015,1,6461083.0,2014-07-01
Manufacturing,,2014,2015,1,25347271.0,2014-07-01
"Elementary, Secondary Schools",Education,2014,2015,1,5895644.0,2014-07-01
Social Services,Health and Social Services,2014,2015,1,7332245.0,2014-07-01
Sport Teams,,2014,2015,1,4637353.0,2014-07-01
Metal Manufacturing,Manufacturing,2014,2015,1,1965443.0,2014-07-01
Unclassified Accounts,,2014,2015,1,1037080.0,2014-07-01
Computer,Professional Services,2014,2015,1,3754930.0,2014-07-01
"Accounting, Auditing, Bookkeeping",Professional Services,2014,2015,1,4764750.0,2014-07-01
Membership Organizations,Other Sectors,2014,2015,1,8421564.0,2014-07-01
Security and Investigation Services,Other Sectors,2014,2015,1,2024848.0,2014-07-01
Miscellaneous Sectors,Other Sectors,2014,2015,1,10842108.0,2014-07-01
Health and Social Services,,2014,2015,1,84813796.0,2014-07-01
Pharmaceuticals,Manufacturing,2014,2015,1,4836048.0,2014-07-01
Government,,2014,2015,1,46143849.0,2014-07-01
State Government (PA),Government,2014,2015,1,2938247.0,2014-07-01
"Arts, Entertainment, and Other Recreation",,2014,2015,1,2532591.0,2014-07-01
Management Consulting,Professional Services,2014,2015,1,8901228.0,2014-07-01
Restaurants,,2014,2015,1,10505743.0,2014-07-01
Retail Trade,,2014,2015,1,20055717.0,2014-07-01
Professional Services,,2014,2015,1,42098530.0,2014-07-01
"Machinery, Electronic, and Other Electric Equipment",Manufacturing,2014,2015,1,2174927.0,2014-07-01
"Chemicals, Petroleum Refining",Manufacturing,2014,2015,1,4447650.0,2014-07-01
Transportation Equipment,Manufacturing,2014,2015,1,2706186.0,2014-07-01
Construction,,2014,2015,1,13290903.0,2014-07-01
Engineering & Architectural Services,Professional Services,2014,2015,1,4594003.0,2014-07-01
"Doctors, Dentists, and Other Health Practitioners",Health and Social Services,2014,2015,1,10294311.0,2014-07-01
Other Educational Services,Education,2014,2015,1,2717771.0,2014-07-01
Nursing & Personal Care Facilities,Health and Social Services,2014,2015,1,8652727.0,2014-07-01
Education,,2014,2015,1,41027493.0,2014-07-01
Legal Services,Professional Services,2014,2015,1,14356529.0,2014-07-01
Banking & Credit Unions,,2014,2015,1,7572083.0,2014-07-01
Other Governments,Government,2014,2015,1,464314.0,2014-07-01
Telecommunication,,2014,2015,1,7802129.0,2014-07-01
Manufacturing,,2014,2014,4,26538880.0,2014-04-01
"Publishing, Broadcasting, and Other Information",,2014,2014,4,5915834.0,2014-04-01
Membership Organizations,Other Sectors,2014,2014,4,8267990.0,2014-04-01
Management Consulting,Professional Services,2014,2014,4,8081400.0,2014-04-01
Computer,Professional Services,2014,2014,4,3818203.0,2014-04-01
Security and Investigation Services,Other Sectors,2014,2014,4,1786443.0,2014-04-01
"Elementary, Secondary Schools",Education,2014,2014,4,6261224.0,2014-04-01
Banking & Credit Unions,,2014,2014,4,8941559.0,2014-04-01
Telecommunication,,2014,2014,4,11331664.0,2014-04-01
Outpatient Care Centers and Other Health Services,Health and Social Services,2014,2014,4,12595754.0,2014-04-01
Retail Trade,,2014,2014,4,19677852.0,2014-04-01
Engineering & Architectural Services,Professional Services,2014,2014,4,4477951.0,2014-04-01
Unclassified Accounts,,2014,2014,4,1003988.0,2014-04-01
College and Universities,Education,2014,2014,4,28838711.0,2014-04-01
Professional Services,,2014,2014,4,40880536.0,2014-04-01
Food & Beverage Products,Manufacturing,2014,2014,4,3507625.0,2014-04-01
Other Educational Services,Education,2014,2014,4,2880643.0,2014-04-01
Legal Services,Professional Services,2014,2014,4,13944126.0,2014-04-01
Health and Social Services,,2014,2014,4,82071200.0,2014-04-01
Metal Manufacturing,Manufacturing,2014,2014,4,2221863.0,2014-04-01
Services to Buildings,Other Sectors,2014,2014,4,2800401.0,2014-04-01
Wholesale Trade,,2014,2014,4,10294891.0,2014-04-01
Sport Teams,,2014,2014,4,4370807.0,2014-04-01
Miscellaneous Sectors,Other Sectors,2014,2014,4,9063874.0,2014-04-01
Social Services,Health and Social Services,2014,2014,4,7144853.0,2014-04-01
Education,,2014,2014,4,37980578.0,2014-04-01
Hotels,,2014,2014,4,2752363.0,2014-04-01
Hospitals,Health and Social Services,2014,2014,4,44122279.0,2014-04-01
Nursing & Personal Care Facilities,Health and Social Services,2014,2014,4,8387765.0,2014-04-01
"Doctors, Dentists, and Other Health Practitioners",Health and Social Services,2014,2014,4,9820548.0,2014-04-01
Employment/Outsourcing Agencies,Other Sectors,2014,2014,4,6017866.0,2014-04-01
Pharmaceuticals,Manufacturing,2014,2014,4,5449357.0,2014-04-01
Other Governments,Government,2014,2014,4,486193.0,2014-04-01
Government,,2014,2014,4,59726666.0,2014-04-01
Advertising and Other Professional Services,Professional Services,2014,2014,4,6136141.0,2014-04-01
Public Utilities,,2014,2014,4,3267887.0,2014-04-01
Transportation and Warehousing,,2014,2014,4,13171031.0,2014-04-01
Restaurants,,2014,2014,4,10392830.0,2014-04-01
Insurance,,2014,2014,4,13579241.0,2014-04-01
Federal Government,Government,2014,2014,4,26498246.0,2014-04-01
"City, School District, Local Quasi Govt.",Government,2014,2014,4,29737803.0,2014-04-01
Construction,,2014,2014,4,12156015.0,2014-04-01
Transportation Equipment,Manufacturing,2014,2014,4,2572190.0,2014-04-01
Miscellaneous Manufacturing,Manufacturing,2014,2014,4,5700798.0,2014-04-01
"Machinery, Electronic, and Other Electric Equipment",Manufacturing,2014,2014,4,2206529.0,2014-04-01
Other Sectors,,2014,2014,4,27936574.0,2014-04-01
"Arts, Entertainment, and Other Recreation",,2014,2014,4,2600228.0,2014-04-01
"Accounting, Auditing, Bookkeeping",Professional Services,2014,2014,4,4422712.0,2014-04-01
"Real Estate, Rental and Leasing",,2014,2014,4,6784987.0,2014-04-01
Securities / Financial Investments,,2014,2014,4,9005537.0,2014-04-01
State Government (PA),Government,2014,2014,4,3004423.0,2014-04-01
"Chemicals, Petroleum Refining",Manufacturing,2014,2014,4,4880515.0,2014-04-01
Wholesale Trade,,2014,2014,3,10196057.0,2014-01-01
"Accounting, Auditing, Bookkeeping",Professional Services,2014,2014,3,4284910.0,2014-01-01
Unclassified Accounts,,2014,2014,3,1219121.0,2014-01-01
Employment/Outsourcing Agencies,Other Sectors,2014,2014,3,6019243.0,2014-01-01
"Machinery, Electronic, and Other Electric Equipment",Manufacturing,2014,2014,3,2272509.0,2014-01-01
Legal Services,Professional Services,2014,2014,3,22848982.0,2014-01-01
Insurance,,2014,2014,3,18845076.0,2014-01-01
Hotels,,2014,2014,3,2634265.0,2014-01-01
Hospitals,Health and Social Services,2014,2014,3,45518732.0,2014-01-01
Health and Social Services,,2014,2014,3,85470713.0,2014-01-01
Government,,2014,2014,3,51573407.0,2014-01-01
Food & Beverage Products,Manufacturing,2014,2014,3,3727627.0,2014-01-01
Federal Government,Government,2014,2014,3,20112323.0,2014-01-01
Engineering & Architectural Services,Professional Services,2014,2014,3,4883905.0,2014-01-01
"Elementary, Secondary Schools",Education,2014,2014,3,6089351.0,2014-01-01
Transportation and Warehousing,,2014,2014,3,14642602.0,2014-01-01
Education,,2014,2014,3,33487531.0,2014-01-01
"Doctors, Dentists, and Other Health Practitioners",Health and Social Services,2014,2014,3,11116359.0,2014-01-01
Construction,,2014,2014,3,11812441.0,2014-01-01
Computer,Professional Services,2014,2014,3,4141660.0,2014-01-01
College and Universities,Education,2014,2014,3,24581069.0,2014-01-01
"City, School District, Local Quasi Govt.",Government,2014,2014,3,28062123.0,2014-01-01
"Chemicals, Petroleum Refining",Manufacturing,2014,2014,3,6043596.0,2014-01-01
Banking & Credit Unions,,2014,2014,3,10865937.0,2014-01-01
"Arts, Entertainment, and Other Recreation",,2014,2014,3,2724130.0,2014-01-01
Advertising and Other Professional Services,Professional Services,2014,2014,3,6351243.0,2014-01-01
Management Consulting,Professional Services,2014,2014,3,9908005.0,2014-01-01
Manufacturing,,2014,2014,3,30848997.0,2014-01-01
Membership Organizations,Other Sectors,2014,2014,3,8076767.0,2014-01-01
Miscellaneous Manufacturing,Manufacturing,2014,2014,3,6170469.0,2014-01-01
Transportation Equipment,Manufacturing,2014,2014,3,2535640.0,2014-01-01
Telecommunication,,2014,2014,3,12208400.0,2014-01-01
State Government (PA),Government,2014,2014,3,2917765.0,2014-01-01
Sport Teams,,2014,2014,3,3701393.0,2014-01-01
Social Services,Health and Social Services,2014,2014,3,7095471.0,2014-01-01
Services to Buildings,Other Sectors,2014,2014,3,2798614.0,2014-01-01
Security and Investigation Services,Other Sectors,2014,2014,3,1977463.0,2014-01-01
Securities / Financial Investments,,2014,2014,3,16557505.0,2014-01-01
Retail Trade,,2014,2014,3,19610743.0,2014-01-01
Restaurants,,2014,2014,3,10690138.0,2014-01-01
"Real Estate, Rental and Leasing",,2014,2014,3,7230676.0,2014-01-01
"Publishing, Broadcasting, and Other Information",,2014,2014,3,6386141.0,2014-01-01
Public Utilities,,2014,2014,3,4017364.0,2014-01-01
Professional Services,,2014,2014,3,52418705.0,2014-01-01
Pharmaceuticals,Manufacturing,2014,2014,3,7944719.0,2014-01-01
Outpatient Care Centers and Other Health Services,Health and Social Services,2014,2014,3,13377110.0,2014-01-01
Other Sectors,,2014,2014,3,28271310.0,2014-01-01
Other Governments,Government,2014,2014,3,481197.0,2014-01-01
Other Educational Services,Education,2014,2014,3,2817111.0,2014-01-01
Nursing & Personal Care Facilities,Health and Social Services,2014,2014,3,8363040.0,2014-01-01
Miscellaneous Sectors,Other Sectors,2014,2014,3,9399224.0,2014-01-01
Metal Manufacturing,Manufacturing,2014,2014,3,2154436.0,2014-01-01
