category,fiscal_month,amount,fiscal_year,quarter,month
Materials / Equipment,9,5.8,2022,4,3
Contributions / Indemnities,9,78.2,2022,4,3
Short-Term Debt Service,9,0.1,2022,4,3
Long-Term Debt Service,9,0.0,2022,4,3
Interfund Charges,9,1.6,2022,4,3
Advances / Labor Obligations,9,0.0,2022,4,3
Current Year Appropriation,9,1018.3,2022,4,3
Prior Year Encumbrances,9,4.3,2022,4,3
Prior Year Vouchers Payable,9,-92.5,2022,4,3
Total Disbursements,9,930.1,2022,4,3
Payroll,10,148.7,2022,4,4
Employee Benefits,10,55.9,2022,4,4
Pension,10,-0.3,2022,4,4
Contracts / Leases,10,52.4,2022,4,4
Materials / Equipment,10,5.0,2022,4,4
Contributions / Indemnities,10,3.9,2022,4,4
Short-Term Debt Service,10,0.0,2022,4,4
Long-Term Debt Service,10,18.9,2022,4,4
Interfund Charges,10,1.1,2022,4,4
Advances / Labor Obligations,10,0.0,2022,4,4
Current Year Appropriation,10,285.7,2022,4,4
Prior Year Encumbrances,10,1.7,2022,4,4
Prior Year Vouchers Payable,10,105.9,2022,4,4
Total Disbursements,10,393.3,2022,4,4
Payroll,11,137.5,2022,4,5
Employee Benefits,11,62.7,2022,4,5
Pension,11,-0.3,2022,4,5
Contracts / Leases,11,109.0,2022,4,5
Materials / Equipment,11,6.9,2022,4,5
Contributions / Indemnities,11,4.0,2022,4,5
Short-Term Debt Service,11,0.0,2022,4,5
Long-Term Debt Service,11,0.0,2022,4,5
Interfund Charges,11,0.0,2022,4,5
Advances / Labor Obligations,11,0.0,2022,4,5
Current Year Appropriation,11,319.8,2022,4,5
Prior Year Encumbrances,11,24.2,2022,4,5
Prior Year Vouchers Payable,11,-15.1,2022,4,5
Total Disbursements,11,329.0,2022,4,5
Payroll,12,157.0,2022,4,6
Employee Benefits,12,46.0,2022,4,6
Pension,12,-6.8,2022,4,6
Contracts / Leases,12,57.6,2022,4,6
Materials / Equipment,12,6.5,2022,4,6
Contributions / Indemnities,12,86.5,2022,4,6
Short-Term Debt Service,12,0.1,2022,4,6
Long-Term Debt Service,12,0.0,2022,4,6
Interfund Charges,12,2.8,2022,4,6
Advances / Labor Obligations,12,0.0,2022,4,6
Current Year Appropriation,12,349.7,2022,4,6
Prior Year Encumbrances,12,2.7,2022,4,6
Prior Year Vouchers Payable,12,-8.3,2022,4,6
Total Disbursements,12,344.2,2022,4,6
Payroll,1,110.4,2022,3,7
Employee Benefits,1,55.1,2022,3,7
Pension,1,3.5,2022,3,7
Contracts / Leases,1,34.5,2022,3,7
Materials / Equipment,1,1.8,2022,3,7
Contributions / Indemnities,1,6.7,2022,3,7
Short-Term Debt Service,1,0.0,2022,3,7
Long-Term Debt Service,1,110.5,2022,3,7
Interfund Charges,1,0.4,2022,3,7
Advances / Labor Obligations,1,0.0,2022,3,7
Current Year Appropriation,1,322.8,2022,3,7
Prior Year Encumbrances,1,44.0,2022,3,7
Prior Year Vouchers Payable,1,145.5,2022,3,7
Total Disbursements,1,512.3,2022,3,7
Payroll,2,135.5,2022,3,8
Employee Benefits,2,55.4,2022,3,8
Pension,2,-0.3,2022,3,8
Contracts / Leases,2,28.5,2022,3,8
Materials / Equipment,2,5.7,2022,3,8
Contributions / Indemnities,2,15.6,2022,3,8
Short-Term Debt Service,2,0.0,2022,3,8
Long-Term Debt Service,2,10.3,2022,3,8
Interfund Charges,2,0.0,2022,3,8
Advances / Labor Obligations,2,0.0,2022,3,8
Current Year Appropriation,2,250.6,2022,3,8
Prior Year Encumbrances,2,37.9,2022,3,8
Prior Year Vouchers Payable,2,-22.8,2022,3,8
Total Disbursements,2,265.7,2022,3,8
Payroll,3,149.7,2022,3,9
Employee Benefits,3,48.0,2022,3,9
Pension,3,10.9,2022,3,9
Contracts / Leases,3,111.4,2022,3,9
Materials / Equipment,3,3.5,2022,3,9
Contributions / Indemnities,3,65.9,2022,3,9
Short-Term Debt Service,3,0.1,2022,3,9
Long-Term Debt Service,3,0.0,2022,3,9
Interfund Charges,3,0.0,2022,3,9
Advances / Labor Obligations,3,0.0,2022,3,9
Current Year Appropriation,3,389.5,2022,3,9
Prior Year Encumbrances,3,15.8,2022,3,9
Prior Year Vouchers Payable,3,16.4,2022,3,9
Total Disbursements,3,421.7,2022,3,9
Payroll,4,153.6,2022,3,10
Employee Benefits,4,53.4,2022,3,10
Pension,4,76.5,2022,3,10
Contracts / Leases,4,51.2,2022,3,10
Materials / Equipment,4,6.0,2022,3,10
Contributions / Indemnities,4,12.2,2022,3,10
Short-Term Debt Service,4,0.0,2022,3,10
Long-Term Debt Service,4,3.0,2022,3,10
Interfund Charges,4,0.0,2022,3,10
Advances / Labor Obligations,4,0.0,2022,3,10
Current Year Appropriation,4,355.9,2022,3,10
Prior Year Encumbrances,4,14.4,2022,3,10
Prior Year Vouchers Payable,4,60.2,2022,3,10
Total Disbursements,4,430.5,2022,3,10
Payroll,5,149.7,2022,3,11
Employee Benefits,5,71.9,2022,3,11
Pension,5,2.2,2022,3,11
Contracts / Leases,5,99.1,2022,3,11
Materials / Equipment,5,4.0,2022,3,11
Contributions / Indemnities,5,73.1,2022,3,11
Short-Term Debt Service,5,0.0,2022,3,11
Long-Term Debt Service,5,0.0,2022,3,11
Interfund Charges,5,6.9,2022,3,11
Advances / Labor Obligations,5,0.0,2022,3,11
Current Year Appropriation,5,406.9,2022,3,11
Prior Year Encumbrances,5,11.7,2022,3,11
Prior Year Vouchers Payable,5,-16.4,2022,3,11
Total Disbursements,5,402.3,2022,3,11
Payroll,6,147.1,2022,3,12
Employee Benefits,6,52.6,2022,3,12
Pension,6,3.3,2022,3,12
Contracts / Leases,6,59.5,2022,3,12
Materials / Equipment,6,6.0,2022,3,12
Contributions / Indemnities,6,13.0,2022,3,12
Short-Term Debt Service,6,0.1,2022,3,12
Long-Term Debt Service,6,3.7,2022,3,12
Interfund Charges,6,0.0,2022,3,12
Advances / Labor Obligations,6,0.0,2022,3,12
Current Year Appropriation,6,285.3,2022,3,12
Prior Year Encumbrances,6,5.6,2022,3,12
Prior Year Vouchers Payable,6,-8.7,2022,3,12
Total Disbursements,6,282.2,2022,3,12
Payroll,7,187.4,2022,3,1
Employee Benefits,7,62.1,2022,3,1
Pension,7,-0.4,2022,3,1
Contracts / Leases,7,59.6,2022,3,1
Materials / Equipment,7,3.7,2022,3,1
Contributions / Indemnities,7,5.1,2022,3,1
Short-Term Debt Service,7,0.0,2022,3,1
Long-Term Debt Service,7,41.8,2022,3,1
Interfund Charges,7,0.0,2022,3,1
Advances / Labor Obligations,7,0.0,2022,3,1
Current Year Appropriation,7,359.3,2022,3,1
Prior Year Encumbrances,7,6.8,2022,3,1
Prior Year Vouchers Payable,7,0.9,2022,3,1
Total Disbursements,7,366.9,2022,3,1
Payroll,8,155.4,2022,3,2
Employee Benefits,8,37.9,2022,3,2
Pension,8,-0.3,2022,3,2
Contracts / Leases,8,83.2,2022,3,2
Materials / Equipment,8,7.7,2022,3,2
Contributions / Indemnities,8,9.4,2022,3,2
Short-Term Debt Service,8,0.0,2022,3,2
Long-Term Debt Service,8,0.0,2022,3,2
Interfund Charges,8,0.0,2022,3,2
Advances / Labor Obligations,8,0.0,2022,3,2
Current Year Appropriation,8,293.3,2022,3,2
Prior Year Encumbrances,8,9.0,2022,3,2
Prior Year Vouchers Payable,8,1.4,2022,3,2
Total Disbursements,8,303.7,2022,3,2
Payroll,9,136.2,2022,3,3
Employee Benefits,9,52.3,2022,3,3
Pension,9,652.6,2022,3,3
Contracts / Leases,9,91.5,2022,3,3
Materials / Equipment,9,5.8,2022,3,3
Contributions / Indemnities,9,78.2,2022,3,3
Short-Term Debt Service,9,0.1,2022,3,3
Long-Term Debt Service,9,0.0,2022,3,3
Interfund Charges,9,1.6,2022,3,3
Advances / Labor Obligations,9,0.0,2022,3,3
Current Year Appropriation,9,1018.3,2022,3,3
Prior Year Encumbrances,9,4.3,2022,3,3
Prior Year Vouchers Payable,9,-92.5,2022,3,3
Total Disbursements,9,930.1,2022,3,3
Payroll,10,148.7,2022,3,4
Employee Benefits,10,55.9,2022,3,4
Pension,10,-0.3,2022,3,4
Contracts / Leases,10,52.4,2022,3,4
Materials / Equipment,10,5.0,2022,3,4
Contributions / Indemnities,10,3.9,2022,3,4
Short-Term Debt Service,10,0.0,2022,3,4
Long-Term Debt Service,10,18.9,2022,3,4
Interfund Charges,10,1.1,2022,3,4
Advances / Labor Obligations,10,0.0,2022,3,4
Current Year Appropriation,10,285.7,2022,3,4
Prior Year Encumbrances,10,1.7,2022,3,4
Prior Year Vouchers Payable,10,105.9,2022,3,4
Total Disbursements,10,393.3,2022,3,4
Payroll,11,175.3,2022,3,5
Employee Benefits,11,64.1,2022,3,5
Pension,11,-0.5,2022,3,5
Contracts / Leases,11,111.6,2022,3,5
Materials / Equipment,11,12.7,2022,3,5
Contributions / Indemnities,11,17.9,2022,3,5
Short-Term Debt Service,11,0.0,2022,3,5
Long-Term Debt Service,11,0.2,2022,3,5
Interfund Charges,11,0.0,2022,3,5
Advances / Labor Obligations,11,0.0,2022,3,5
Current Year Appropriation,11,381.3,2022,3,5
Prior Year Encumbrances,11,24.9,2022,3,5
Prior Year Vouchers Payable,11,0.0,2022,3,5
Total Disbursements,11,406.2,2022,3,5
Payroll,12,217.8,2022,3,6
Employee Benefits,12,60.9,2022,3,6
Pension,12,-4.6,2022,3,6
Contracts / Leases,12,129.3,2022,3,6
Materials / Equipment,12,16.7,2022,3,6
Contributions / Indemnities,12,90.7,2022,3,6
Short-Term Debt Service,12,1.9,2022,3,6
Long-Term Debt Service,12,2.0,2022,3,6
Interfund Charges,12,3.3,2022,3,6
Advances / Labor Obligations,12,0.0,2022,3,6
Current Year Appropriation,12,518.1,2022,3,6
Prior Year Encumbrances,12,65.8,2022,3,6
Prior Year Vouchers Payable,12,6.7,2022,3,6
Total Disbursements,12,590.6,2022,3,6
Payroll,1,110.4,2022,2,7
Employee Benefits,1,55.1,2022,2,7
Pension,1,3.5,2022,2,7
Contracts / Leases,1,34.5,2022,2,7
Materials / Equipment,1,1.8,2022,2,7
Contributions / Indemnities,1,6.7,2022,2,7
Short-Term Debt Service,1,0.0,2022,2,7
Long-Term Debt Service,1,110.5,2022,2,7
Interfund Charges,1,0.4,2022,2,7
Advances / Labor Obligations,1,0.0,2022,2,7
Current Year Appropriation,1,322.8,2022,2,7
Prior Year Encumbrances,1,44.0,2022,2,7
Prior Year Vouchers Payable,1,145.5,2022,2,7
Total Disbursements,1,512.3,2022,2,7
Payroll,2,135.5,2022,2,8
Employee Benefits,2,55.4,2022,2,8
Pension,2,-0.3,2022,2,8
Contracts / Leases,2,28.5,2022,2,8
Materials / Equipment,2,5.7,2022,2,8
Contributions / Indemnities,2,15.6,2022,2,8
Short-Term Debt Service,2,0.0,2022,2,8
Long-Term Debt Service,2,10.3,2022,2,8
Interfund Charges,2,0.0,2022,2,8
Advances / Labor Obligations,2,0.0,2022,2,8
Current Year Appropriation,2,250.6,2022,2,8
Prior Year Encumbrances,2,37.9,2022,2,8
Prior Year Vouchers Payable,2,-22.8,2022,2,8
Total Disbursements,2,265.7,2022,2,8
Payroll,3,149.7,2022,2,9
Employee Benefits,3,48.0,2022,2,9
Pension,3,10.9,2022,2,9
Contracts / Leases,3,111.4,2022,2,9
Materials / Equipment,3,3.5,2022,2,9
Contributions / Indemnities,3,65.9,2022,2,9
Short-Term Debt Service,3,0.1,2022,2,9
Long-Term Debt Service,3,0.0,2022,2,9
Interfund Charges,3,0.0,2022,2,9
Advances / Labor Obligations,3,0.0,2022,2,9
Current Year Appropriation,3,389.5,2022,2,9
Prior Year Encumbrances,3,15.8,2022,2,9
Prior Year Vouchers Payable,3,16.4,2022,2,9
Total Disbursements,3,421.7,2022,2,9
Payroll,4,153.6,2022,2,10
Employee Benefits,4,53.4,2022,2,10
Pension,4,76.5,2022,2,10
Contracts / Leases,4,51.2,2022,2,10
Materials / Equipment,4,6.0,2022,2,10
Contributions / Indemnities,4,12.2,2022,2,10
Short-Term Debt Service,4,0.0,2022,2,10
Long-Term Debt Service,4,3.0,2022,2,10
Interfund Charges,4,0.0,2022,2,10
Advances / Labor Obligations,4,0.0,2022,2,10
Current Year Appropriation,4,355.9,2022,2,10
Prior Year Encumbrances,4,14.4,2022,2,10
Prior Year Vouchers Payable,4,60.2,2022,2,10
Total Disbursements,4,430.5,2022,2,10
Payroll,5,149.7,2022,2,11
Employee Benefits,5,71.9,2022,2,11
Pension,5,2.2,2022,2,11
Contracts / Leases,5,99.1,2022,2,11
Materials / Equipment,5,4.0,2022,2,11
Contributions / Indemnities,5,73.1,2022,2,11
Short-Term Debt Service,5,0.0,2022,2,11
Long-Term Debt Service,5,0.0,2022,2,11
Interfund Charges,5,6.9,2022,2,11
Advances / Labor Obligations,5,0.0,2022,2,11
Current Year Appropriation,5,406.9,2022,2,11
Prior Year Encumbrances,5,11.7,2022,2,11
Prior Year Vouchers Payable,5,-16.4,2022,2,11
Total Disbursements,5,402.3,2022,2,11
Payroll,6,147.1,2022,2,12
Employee Benefits,6,52.6,2022,2,12
Pension,6,3.3,2022,2,12
Contracts / Leases,6,59.5,2022,2,12
Materials / Equipment,6,6.0,2022,2,12
Contributions / Indemnities,6,13.0,2022,2,12
Short-Term Debt Service,6,0.1,2022,2,12
Long-Term Debt Service,6,3.7,2022,2,12
Interfund Charges,6,0.0,2022,2,12
Advances / Labor Obligations,6,0.0,2022,2,12
Current Year Appropriation,6,285.3,2022,2,12
Prior Year Encumbrances,6,5.6,2022,2,12
Prior Year Vouchers Payable,6,-8.7,2022,2,12
Total Disbursements,6,282.2,2022,2,12
Payroll,7,187.4,2022,2,1
Employee Benefits,7,62.1,2022,2,1
Pension,7,-0.4,2022,2,1
Contracts / Leases,7,59.6,2022,2,1
Materials / Equipment,7,3.7,2022,2,1
Contributions / Indemnities,7,5.1,2022,2,1
Short-Term Debt Service,7,0.0,2022,2,1
Long-Term Debt Service,7,41.8,2022,2,1
Interfund Charges,7,0.0,2022,2,1
Advances / Labor Obligations,7,0.0,2022,2,1
Current Year Appropriation,7,359.3,2022,2,1
Prior Year Encumbrances,7,6.8,2022,2,1
Prior Year Vouchers Payable,7,0.9,2022,2,1
Total Disbursements,7,366.9,2022,2,1
Payroll,8,167.0,2022,2,2
Employee Benefits,8,56.2,2022,2,2
Pension,8,-0.3,2022,2,2
Contracts / Leases,8,78.1,2022,2,2
Materials / Equipment,8,9.3,2022,2,2
Contributions / Indemnities,8,12.6,2022,2,2
Short-Term Debt Service,8,0.0,2022,2,2
Long-Term Debt Service,8,0.0,2022,2,2
Interfund Charges,8,0.0,2022,2,2
Advances / Labor Obligations,8,0.0,2022,2,2
Current Year Appropriation,8,322.9,2022,2,2
Prior Year Encumbrances,8,9.9,2022,2,2
Prior Year Vouchers Payable,8,0.0,2022,2,2
Total Disbursements,8,332.8,2022,2,2
Payroll,9,167.7,2022,2,3
Employee Benefits,9,55.3,2022,2,3
Pension,9,644.2,2022,2,3
Contracts / Leases,9,89.8,2022,2,3
Materials / Equipment,9,10.2,2022,2,3
Contributions / Indemnities,9,72.4,2022,2,3
Short-Term Debt Service,9,0.0,2022,2,3
Long-Term Debt Service,9,0.2,2022,2,3
Interfund Charges,9,0.0,2022,2,3
Advances / Labor Obligations,9,1.7,2022,2,3
Current Year Appropriation,9,1041.4,2022,2,3
Prior Year Encumbrances,9,9.9,2022,2,3
Prior Year Vouchers Payable,9,0.0,2022,2,3
Total Disbursements,9,1051.4,2022,2,3
Payroll,10,167.7,2022,2,4
Employee Benefits,10,55.3,2022,2,4
Pension,10,-0.6,2022,2,4
Contracts / Leases,10,102.5,2022,2,4
Materials / Equipment,10,11.1,2022,2,4
Contributions / Indemnities,10,5.5,2022,2,4
Short-Term Debt Service,10,0.0,2022,2,4
Long-Term Debt Service,10,0.2,2022,2,4
Interfund Charges,10,0.0,2022,2,4
Advances / Labor Obligations,10,1.7,2022,2,4
Current Year Appropriation,10,343.3,2022,2,4
Prior Year Encumbrances,10,4.7,2022,2,4
Prior Year Vouchers Payable,10,0.0,2022,2,4
Total Disbursements,10,348.1,2022,2,4
Payroll,11,181.3,2022,2,5
Employee Benefits,11,60.1,2022,2,5
Pension,11,-0.5,2022,2,5
Contracts / Leases,11,111.6,2022,2,5
Materials / Equipment,11,10.7,2022,2,5
Contributions / Indemnities,11,17.9,2022,2,5
Short-Term Debt Service,11,0.0,2022,2,5
Long-Term Debt Service,11,0.2,2022,2,5
Interfund Charges,11,0.0,2022,2,5
Advances / Labor Obligations,11,1.7,2022,2,5
Current Year Appropriation,11,383.0,2022,2,5
Prior Year Encumbrances,11,2.9,2022,2,5
Prior Year Vouchers Payable,11,0.0,2022,2,5
Total Disbursements,11,385.9,2022,2,5
Payroll,12,172.3,2022,2,6
Employee Benefits,12,56.9,2022,2,6
Pension,12,-4.6,2022,2,6
Contracts / Leases,12,80.4,2022,2,6
Materials / Equipment,12,11.5,2022,2,6
Contributions / Indemnities,12,91.3,2022,2,6
Short-Term Debt Service,12,2.0,2022,2,6
Long-Term Debt Service,12,20.5,2022,2,6
Interfund Charges,12,3.3,2022,2,6
Advances / Labor Obligations,12,1.7,2022,2,6
Current Year Appropriation,12,435.4,2022,2,6
Prior Year Encumbrances,12,3.6,2022,2,6
Prior Year Vouchers Payable,12,0.0,2022,2,6
Total Disbursements,12,439.0,2022,2,6
Payroll,1,110.4,2022,1,7
Employee Benefits,1,55.1,2022,1,7
Pension,1,3.5,2022,1,7
Contracts / Leases,1,34.5,2022,1,7
Materials / Equipment,1,1.8,2022,1,7
Contributions / Indemnities,1,6.7,2022,1,7
Short-Term Debt Service,1,0.0,2022,1,7
Long-Term Debt Service,1,110.5,2022,1,7
Interfund Charges,1,0.4,2022,1,7
Advances / Labor Obligations,1,0.0,2022,1,7
Current Year Appropriation,1,322.8,2022,1,7
Prior Year Encumbrances,1,44.0,2022,1,7
Prior Year Vouchers Payable,1,145.5,2022,1,7
Total Disbursements,1,512.3,2022,1,7
Payroll,2,135.5,2022,1,8
Employee Benefits,2,55.4,2022,1,8
Pension,2,-0.3,2022,1,8
Contracts / Leases,2,28.5,2022,1,8
Materials / Equipment,2,5.7,2022,1,8
Contributions / Indemnities,2,15.6,2022,1,8
Short-Term Debt Service,2,0.0,2022,1,8
Long-Term Debt Service,2,10.3,2022,1,8
Interfund Charges,2,0.0,2022,1,8
Advances / Labor Obligations,2,0.0,2022,1,8
Current Year Appropriation,2,250.6,2022,1,8
Prior Year Encumbrances,2,37.9,2022,1,8
Prior Year Vouchers Payable,2,-22.8,2022,1,8
Total Disbursements,2,265.7,2022,1,8
Payroll,3,149.7,2022,1,9
Employee Benefits,3,48.0,2022,1,9
Pension,3,10.9,2022,1,9
Contracts / Leases,3,111.4,2022,1,9
Materials / Equipment,3,3.5,2022,1,9
Contributions / Indemnities,3,65.9,2022,1,9
Short-Term Debt Service,3,0.1,2022,1,9
Long-Term Debt Service,3,0.0,2022,1,9
Interfund Charges,3,0.0,2022,1,9
Advances / Labor Obligations,3,0.0,2022,1,9
Current Year Appropriation,3,389.5,2022,1,9
Prior Year Encumbrances,3,15.8,2022,1,9
Prior Year Vouchers Payable,3,16.4,2022,1,9
Total Disbursements,3,421.7,2022,1,9
Payroll,4,147.7,2022,1,10
Employee Benefits,4,50.3,2022,1,10
Pension,4,81.0,2022,1,10
Contracts / Leases,4,106.0,2022,1,10
Materials / Equipment,4,10.0,2022,1,10
Contributions / Indemnities,4,10.4,2022,1,10
Short-Term Debt Service,4,0.0,2022,1,10
Long-Term Debt Service,4,0.2,2022,1,10
Interfund Charges,4,0.0,2022,1,10
Advances / Labor Obligations,4,0.0,2022,1,10
Current Year Appropriation,4,405.6,2022,1,10
Prior Year Encumbrances,4,19.5,2022,1,10
Prior Year Vouchers Payable,4,66.7,2022,1,10
Total Disbursements,4,491.8,2022,1,10
Payroll,5,159.3,2022,1,11
Employee Benefits,5,55.1,2022,1,11
Pension,5,-0.3,2022,1,11
Contracts / Leases,5,66.1,2022,1,11
Materials / Equipment,5,11.5,2022,1,11
Contributions / Indemnities,5,14.7,2022,1,11
Short-Term Debt Service,5,0.0,2022,1,11
Long-Term Debt Service,5,0.2,2022,1,11
Interfund Charges,5,0.0,2022,1,11
Advances / Labor Obligations,5,49.5,2022,1,11
Current Year Appropriation,5,356.2,2022,1,11
Prior Year Encumbrances,5,11.8,2022,1,11
Prior Year Vouchers Payable,5,0.0,2022,1,11
Total Disbursements,5,368.0,2022,1,11
Payroll,6,147.7,2022,1,12
Employee Benefits,6,50.3,2022,1,12
Pension,6,3.2,2022,1,12
Contracts / Leases,6,83.2,2022,1,12
Materials / Equipment,6,9.3,2022,1,12
Contributions / Indemnities,6,74.9,2022,1,12
Short-Term Debt Service,6,0.0,2022,1,12
Long-Term Debt Service,6,0.2,2022,1,12
Interfund Charges,6,0.0,2022,1,12
Advances / Labor Obligations,6,9.9,2022,1,12
Current Year Appropriation,6,378.7,2022,1,12
Prior Year Encumbrances,6,7.7,2022,1,12
Prior Year Vouchers Payable,6,0.0,2022,1,12
Total Disbursements,6,386.4,2022,1,12
Payroll,7,203.9,2022,1,1
Employee Benefits,7,72.4,2022,1,1
Pension,7,-0.3,2022,1,1
Contracts / Leases,7,62.0,2022,1,1
Materials / Equipment,7,8.8,2022,1,1
Contributions / Indemnities,7,6.5,2022,1,1
Short-Term Debt Service,7,0.0,2022,1,1
Long-Term Debt Service,7,5.1,2022,1,1
Interfund Charges,7,0.0,2022,1,1
Advances / Labor Obligations,7,9.9,2022,1,1
Current Year Appropriation,7,368.2,2022,1,1
Prior Year Encumbrances,7,14.8,2022,1,1
Prior Year Vouchers Payable,7,0.0,2022,1,1
Total Disbursements,7,383.0,2022,1,1
Payroll,8,147.0,2022,1,2
Employee Benefits,8,50.1,2022,1,2
Pension,8,-0.3,2022,1,2
Contracts / Leases,8,58.1,2022,1,2
Materials / Equipment,8,8.3,2022,1,2
Contributions / Indemnities,8,12.6,2022,1,2
Short-Term Debt Service,8,0.0,2022,1,2
Long-Term Debt Service,8,42.7,2022,1,2
Interfund Charges,8,0.0,2022,1,2
Advances / Labor Obligations,8,9.9,2022,1,2
Current Year Appropriation,8,328.3,2022,1,2
Prior Year Encumbrances,8,9.9,2022,1,2
Prior Year Vouchers Payable,8,0.0,2022,1,2
Total Disbursements,8,338.2,2022,1,2
Payroll,9,147.7,2022,1,3
Employee Benefits,9,50.3,2022,1,3
Pension,9,644.2,2022,1,3
Contracts / Leases,9,89.8,2022,1,3
Materials / Equipment,9,9.2,2022,1,3
Contributions / Indemnities,9,72.4,2022,1,3
Short-Term Debt Service,9,0.0,2022,1,3
Long-Term Debt Service,9,0.2,2022,1,3
Interfund Charges,9,0.0,2022,1,3
Advances / Labor Obligations,9,9.9,2022,1,3
Current Year Appropriation,9,1023.7,2022,1,3
Prior Year Encumbrances,9,9.9,2022,1,3
Prior Year Vouchers Payable,9,0.0,2022,1,3
Total Disbursements,9,1033.6,2022,1,3
Payroll,10,147.7,2022,1,4
Employee Benefits,10,50.3,2022,1,4
Pension,10,-0.6,2022,1,4
Contracts / Leases,10,82.5,2022,1,4
Materials / Equipment,10,10.1,2022,1,4
Contributions / Indemnities,10,5.5,2022,1,4
Short-Term Debt Service,10,0.0,2022,1,4
Long-Term Debt Service,10,0.2,2022,1,4
Interfund Charges,10,0.0,2022,1,4
Advances / Labor Obligations,10,9.9,2022,1,4
Current Year Appropriation,10,305.5,2022,1,4
Prior Year Encumbrances,10,4.7,2022,1,4
Prior Year Vouchers Payable,10,0.0,2022,1,4
Total Disbursements,10,310.3,2022,1,4
Payroll,11,161.3,2022,1,5
Employee Benefits,11,55.1,2022,1,5
Pension,11,-0.5,2022,1,5
Contracts / Leases,11,91.6,2022,1,5
Materials / Equipment,11,9.7,2022,1,5
Contributions / Indemnities,11,17.9,2022,1,5
Short-Term Debt Service,11,0.0,2022,1,5
Long-Term Debt Service,11,0.2,2022,1,5
Interfund Charges,11,0.0,2022,1,5
Advances / Labor Obligations,11,9.9,2022,1,5
Current Year Appropriation,11,345.2,2022,1,5
Prior Year Encumbrances,11,2.9,2022,1,5
Prior Year Vouchers Payable,11,0.0,2022,1,5
Total Disbursements,11,348.1,2022,1,5
Payroll,12,152.3,2022,1,6
Employee Benefits,12,51.9,2022,1,6
Pension,12,-4.6,2022,1,6
Contracts / Leases,12,60.4,2022,1,6
Materials / Equipment,12,10.5,2022,1,6
Contributions / Indemnities,12,85.8,2022,1,6
Short-Term Debt Service,12,2.2,2022,1,6
Long-Term Debt Service,12,20.7,2022,1,6
Interfund Charges,12,13.3,2022,1,6
Advances / Labor Obligations,12,9.9,2022,1,6
Current Year Appropriation,12,402.5,2022,1,6
Prior Year Encumbrances,12,3.6,2022,1,6
Prior Year Vouchers Payable,12,0.0,2022,1,6
Total Disbursements,12,406.1,2022,1,6
Payroll,1,50.4,2021,4,7
Employee Benefits,1,45.9,2021,4,7
Pension,1,3.6,2021,4,7
Contracts / Leases,1,33.3,2021,4,7
Materials / Equipment,1,5.1,2021,4,7
Contributions / Indemnities,1,19.4,2021,4,7
Short-Term Debt Service,1,0.2,2021,4,7
Long-Term Debt Service,1,118.6,2021,4,7
Interfund Charges,1,0.0,2021,4,7
Advances / Labor Obligations,1,0.0,2021,4,7
Current Year Appropriation,1,276.3,2021,4,7
Prior Year Encumbrances,1,41.0,2021,4,7
Prior Year Vouchers Payable,1,173.8,2021,4,7
Total Disbursements,1,491.1,2021,4,7
Payroll,2,202.6,2021,4,8
Employee Benefits,2,41.5,2021,4,8
Pension,2,-0.5,2021,4,8
Contracts / Leases,2,49.4,2021,4,8
Materials / Equipment,2,2.1,2021,4,8
Contributions / Indemnities,2,1.6,2021,4,8
Short-Term Debt Service,2,0.0,2021,4,8
Long-Term Debt Service,2,0.3,2021,4,8
Interfund Charges,2,0.4,2021,4,8
