dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation,report_quarter,report_fiscal_year,dept_major_code
Streets,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Streets Department,12,Streets,3,2022,12
Water,Other,1922,0,2021,Actual,Full Year,2021-06-30,1922,Water Department,28,Water,3,2022,28
"Water,Sewer & Stormwater Rate Board",Other,1,0,2021,Actual,Full Year,2021-06-30,1,"Water, Sewer, and Stormwater Rate Board",67,,3,2022,67
Auditing (City Controller's Office),Total,118,0,2021,Actual,Full Year,2021-06-30,118,City Controller's Office,61,,3,2022,61
Board of Ethics,Total,9,0,2021,Actual,Full Year,2021-06-30,9,Board of Ethics,45,,3,2022,45
Board of Pensions,Total,55,0,2021,Actual,Full Year,2021-06-30,55,Board of Pensions,53,Pensions,3,2022,53
Board of Revision of Taxes,Total,15,0,2021,Actual,Full Year,2021-06-30,15,Board of Revision of Taxes,63,BRT,3,2022,63
City Commissioners (Election Board),Total,137,0,2021,Actual,Full Year,2021-06-30,137,City Commissioner's Office,73,City Commissioners,3,2022,73
City Council,Total,182,0,2021,Actual,Full Year,2021-06-30,182,City Council,01,,3,2022,01
City Treasurer,Total,16,0,2021,Actual,Full Year,2021-06-30,16,Office of the City Treasurer,40,City Treasurer,3,2022,40
Civil Service Commission,Total,1,0,2021,Actual,Full Year,2021-06-30,1,Civil Service Commission,55,,3,2022,55
Commerce,Total,767,0,2021,Actual,Full Year,2021-06-30,767,Office of the Director of Commerce,42,Commerce,3,2022,42
Finance,Total,119,0,2021,Actual,Full Year,2021-06-30,119,Office of the Director of Finance,35,Finance,3,2022,35
First Judicial District,Total,2225,0,2021,Actual,Full Year,2021-06-30,2225,First Judicial District,84,FJD,3,2022,84
Fleet Services,Total,335,0,2021,Actual,Full Year,2021-06-30,335,Office of Fleet Management,25,Fleet,3,2022,25
Free Library,Total,645,0,2021,Actual,Full Year,2021-06-30,645,The Free Library of Philadelphia,52,Free Library,3,2022,52
Human Relations Commission,Total,32,0,2021,Actual,Full Year,2021-06-30,32,Commission on Human Relations,54,Human Relations,3,2022,54
Human Services (1),Total,1464,0,2021,Actual,Full Year,2021-06-30,1464,Department of Human Services,22,DHS,3,2022,22
Labor,Total,26,0,2021,Actual,Full Year,2021-06-30,26,Labor,03,,3,2022,03
Law,Total,175,0,2021,Actual,Full Year,2021-06-30,175,Law Department,44,Law,3,2022,44
Licenses & Inspections,Total,380,0,2021,Actual,Full Year,2021-06-30,380,Department of Licenses and Inspections,26,L&I,3,2022,26
L&I-Board of Building Standards,Total,1,0,2021,Actual,Full Year,2021-06-30,1,L&I: Board of Building and Standards,29,,3,2022,29
L&I-Board of L & I Review,Total,1,0,2021,Actual,Full Year,2021-06-30,1,L&I: Board of Review,27,,3,2022,27
Managing Director's Office,Total,415,0,2021,Actual,Full Year,2021-06-30,415,Managing Director's Office,10,MDO,3,2022,10
Mayor's Office,Total,64,0,2021,Actual,Full Year,2021-06-30,64,Mayor's Office,05,Mayor,3,2022,05
Mayor's Office-Comm. Empowerment & Opp.,Total,29,0,2021,Actual,Full Year,2021-06-30,29,Mayor's Office of Community Empowerment and Opportunity,08,CEO,3,2022,08
Mural Arts Program,Total,8,0,2021,Actual,Full Year,2021-06-30,8,Mural Arts Program,50,Mural Arts,3,2022,50
Office of Behavioral Hith & Intellectual disAbility,Total,253,0,2021,Actual,Full Year,2021-06-30,253,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,3,2022,15
Office of the Chief Administrative Officer,Total,59,0,2021,Actual,Full Year,2021-06-30,59,Office of the Chief Administrative Officer,65,CAO,3,2022,65
Office of Children and Families,Total,3,0,2021,Actual,Full Year,2021-06-30,3,Office of Children and Families,66,OCF,3,2022,66
Office of Homeless Services,Total,170,0,2021,Actual,Full Year,2021-06-30,170,Office of Homeless Services,24,OHS,3,2022,24
Office of Human Resources,Total,75,0,2021,Actual,Full Year,2021-06-30,75,Office of Human Resources,56,OHR,3,2022,56
Office of Innovation and Technology,Total,415,0,2021,Actual,Full Year,2021-06-30,415,Office of Innovation and Technology,04,OIT,3,2022,04
Office of the Inspector General,Total,18,0,2021,Actual,Full Year,2021-06-30,18,Office of the Inspector General,48,OIG,3,2022,48
Office of Property Assessment,Total,190,0,2021,Actual,Full Year,2021-06-30,190,Office of Property Assessment,59,OPA,3,2022,59
Office of Sustainability,Total,10,0,2021,Actual,Full Year,2021-06-30,10,Office of Sustainability,49,Sustainability,3,2022,49
Parks and Recreation,Total,670,0,2021,Actual,Full Year,2021-06-30,670,Department of Parks and Recreation,16,Parks & Recreation,3,2022,16
Planning & Development,Total,106,0,2021,Actual,Full Year,2021-06-30,106,Department of Planning and Development,72,Planning & Development,3,2022,72
Prisons,Total,1620,0,2021,Actual,Full Year,2021-06-30,1620,Philadelphia Prison System,23,Prisons,3,2022,23
Procurement,Total,37,0,2021,Actual,Full Year,2021-06-30,37,Procurement Department,38,Procurement,3,2022,38
Public Health,Total,898,0,2021,Actual,Full Year,2021-06-30,898,Department of Public Health,14,Public Health,3,2022,14
Public Property,Total,142,0,2021,Actual,Full Year,2021-06-30,142,Department of Public Property,20,Public Property,3,2022,20
Records,Total,51,0,2021,Actual,Full Year,2021-06-30,51,Department of Records,31,Records,3,2022,31
Register of Wills,Total,70,0,2021,Actual,Full Year,2021-06-30,70,Register of Wills,68,,3,2022,68
Revenue,Total,579,0,2021,Actual,Full Year,2021-06-30,579,Department of Revenue,36,Revenue,3,2022,36
Sheriff,Total,367,0,2021,Actual,Full Year,2021-06-30,367,Office of the Sheriff,70,Sheriff,3,2022,70
Streets,Total,1941,0,2021,Actual,Full Year,2021-06-30,1941,Streets Department,12,Streets,3,2022,12
Water,Total,1922,0,2021,Actual,Full Year,2021-06-30,1922,Water Department,28,Water,3,2022,28
"Water,Sewer & Stormwater Rate Board",Total,1,0,2021,Actual,Full Year,2021-06-30,1,"Water, Sewer, and Stormwater Rate Board",67,,3,2022,67
Police,General,816,6053,2021,Actual,Full Year,2021-06-30,6869,Police Department,11,Police,3,2022,11
Police,Other,11,139,2021,Actual,Full Year,2021-06-30,150,Police Department,11,Police,3,2022,11
Police,Total,827,6192,2021,Actual,Full Year,2021-06-30,7019,Police Department,11,Police,3,2022,11
Fire,General,114,2564,2021,Actual,Full Year,2021-06-30,2678,Fire Department,13,Fire,3,2022,13
Fire,Other,2,75,2021,Actual,Full Year,2021-06-30,77,Fire Department,13,Fire,3,2022,13
Fire,Total,116,2639,2021,Actual,Full Year,2021-06-30,2755,Fire Department,13,Fire,3,2022,13
District Attorney,General,486,35,2021,Actual,Full Year,2021-06-30,521,District Attorney's Office,69,DAO,3,2022,69
District Attorney,Other,91,7,2021,Actual,Full Year,2021-06-30,98,District Attorney's Office,69,DAO,3,2022,69
District Attorney,Total,577,42,2021,Actual,Full Year,2021-06-30,619,District Attorney's Office,69,DAO,3,2022,69
Auditing (City Controller's Office),General,135,0,2022,Adopted Budget,Full Year,,135,City Controller's Office,61,,3,2022,61
Board of Ethics,General,10,0,2022,Adopted Budget,Full Year,,10,Board of Ethics,45,,3,2022,45
Board of Pensions,General,0,0,2022,Adopted Budget,Full Year,,0,Board of Pensions,53,Pensions,3,2022,53
Board of Revision of Taxes,General,16,0,2022,Adopted Budget,Full Year,,16,Board of Revision of Taxes,63,BRT,3,2022,63
City Commissioners (Election Board),General,106,0,2022,Adopted Budget,Full Year,,106,City Commissioner's Office,73,City Commissioners,3,2022,73
City Council,General,188,0,2022,Adopted Budget,Full Year,,188,City Council,01,,3,2022,01
City Treasurer,General,18,0,2022,Adopted Budget,Full Year,,18,Office of the City Treasurer,40,City Treasurer,3,2022,40
Civil Service Commission,General,2,0,2022,Adopted Budget,Full Year,,2,Civil Service Commission,55,,3,2022,55
Commerce,General,51,0,2022,Adopted Budget,Full Year,,51,Office of the Director of Commerce,42,Commerce,3,2022,42
Finance,General,132,0,2022,Adopted Budget,Full Year,,132,Office of the Director of Finance,35,Finance,3,2022,35
First Judicial District,General,1822,0,2022,Adopted Budget,Full Year,,1822,First Judicial District,84,FJD,3,2022,84
Fleet Services,General,315,0,2022,Adopted Budget,Full Year,,315,Office of Fleet Management,25,Fleet,3,2022,25
Free Library,General,715,0,2022,Adopted Budget,Full Year,,715,The Free Library of Philadelphia,52,Free Library,3,2022,52
Human Relations Commission,General,33,0,2022,Adopted Budget,Full Year,,33,Commission on Human Relations,54,Human Relations,3,2022,54
Human Services (1),General,492,0,2022,Adopted Budget,Full Year,,492,Department of Human Services,22,DHS,3,2022,22
Labor,General,39,0,2022,Adopted Budget,Full Year,,39,Labor,03,,3,2022,03
Law,General,180,0,2022,Adopted Budget,Full Year,,180,Law Department,44,Law,3,2022,44
Licenses & Inspections,General,426,0,2022,Adopted Budget,Full Year,,426,Department of Licenses and Inspections,26,L&I,3,2022,26
L&I-Board of Building Standards,General,1,0,2022,Adopted Budget,Full Year,,1,L&I: Board of Building and Standards,29,,3,2022,29
L&I-Board of L & I Review,General,2,0,2022,Adopted Budget,Full Year,,2,L&I: Board of Review,27,,3,2022,27
Managing Director's Office,General,456,0,2022,Adopted Budget,Full Year,,456,Managing Director's Office,10,MDO,3,2022,10
Mayor's Office,General,62,0,2022,Adopted Budget,Full Year,,62,Mayor's Office,05,Mayor,3,2022,05
Mayor's Office-Comm. Empowerment & Opp.,General,0,0,2022,Adopted Budget,Full Year,,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO,3,2022,08
Mural Arts Program,General,10,0,2022,Adopted Budget,Full Year,,10,Mural Arts Program,50,Mural Arts,3,2022,50
Office of Behavioral Hith & Intellectual disAbility,General,47,0,2022,Adopted Budget,Full Year,,47,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,3,2022,15
Office of the Chief Administrative Officer,General,77,0,2022,Adopted Budget,Full Year,,77,Office of the Chief Administrative Officer,65,CAO,3,2022,65
Office of Children and Families,General,3,0,2022,Adopted Budget,Full Year,,3,Office of Children and Families,66,OCF,3,2022,66
Office of Homeless Services,General,162,0,2022,Adopted Budget,Full Year,,162,Office of Homeless Services,24,OHS,3,2022,24
Office of Human Resources,General,80,0,2022,Adopted Budget,Full Year,,80,Office of Human Resources,56,OHR,3,2022,56
Office of Innovation and Technology,General,364,0,2022,Adopted Budget,Full Year,,364,Office of Innovation and Technology,04,OIT,3,2022,04
Office of the Inspector General,General,19,0,2022,Adopted Budget,Full Year,,19,Office of the Inspector General,48,OIG,3,2022,48
Office of Property Assessment,General,223,0,2022,Adopted Budget,Full Year,,223,Office of Property Assessment,59,OPA,3,2022,59
Office of Sustainability,General,12,0,2022,Adopted Budget,Full Year,,12,Office of Sustainability,49,Sustainability,3,2022,49
Parks and Recreation,General,763,0,2022,Adopted Budget,Full Year,,763,Department of Parks and Recreation,16,Parks & Recreation,3,2022,16
Planning & Development,General,62,0,2022,Adopted Budget,Full Year,,62,Department of Planning and Development,72,Planning & Development,3,2022,72
Prisons,General,2186,0,2022,Adopted Budget,Full Year,,2186,Philadelphia Prison System,23,Prisons,3,2022,23
Procurement,General,42,0,2022,Adopted Budget,Full Year,,42,Procurement Department,38,Procurement,3,2022,38
Public Health,General,822,0,2022,Adopted Budget,Full Year,,822,Department of Public Health,14,Public Health,3,2022,14
Public Property,General,156,0,2022,Adopted Budget,Full Year,,156,Department of Public Property,20,Public Property,3,2022,20
Records,General,54,0,2022,Adopted Budget,Full Year,,54,Department of Records,31,Records,3,2022,31
Register of Wills,General,71,0,2022,Adopted Budget,Full Year,,71,Register of Wills,68,,3,2022,68
Revenue,General,399,0,2022,Adopted Budget,Full Year,,399,Department of Revenue,36,Revenue,3,2022,36
Sheriff,General,428,0,2022,Adopted Budget,Full Year,,428,Office of the Sheriff,70,Sheriff,3,2022,70
Streets,General,2045,0,2022,Adopted Budget,Full Year,,2045,Streets Department,12,Streets,3,2022,12
Water,General,0,0,2022,Adopted Budget,Full Year,,0,Water Department,28,Water,3,2022,28
"Water,Sewer & Stormwater Rate Board",General,0,0,2022,Adopted Budget,Full Year,,0,"Water, Sewer, and Stormwater Rate Board",67,,3,2022,67
Auditing (City Controller's Office),Other,0,0,2022,Adopted Budget,Full Year,,0,City Controller's Office,61,,3,2022,61
Board of Ethics,Other,0,0,2022,Adopted Budget,Full Year,,0,Board of Ethics,45,,3,2022,45
Board of Pensions,Other,73,0,2022,Adopted Budget,Full Year,,73,Board of Pensions,53,Pensions,3,2022,53
Board of Revision of Taxes,Other,0,0,2022,Adopted Budget,Full Year,,0,Board of Revision of Taxes,63,BRT,3,2022,63
City Commissioners (Election Board),Other,0,0,2022,Adopted Budget,Full Year,,0,City Commissioner's Office,73,City Commissioners,3,2022,73
City Council,Other,0,0,2022,Adopted Budget,Full Year,,0,City Council,01,,3,2022,01
City Treasurer,Other,0,0,2022,Adopted Budget,Full Year,,0,Office of the City Treasurer,40,City Treasurer,3,2022,40
Civil Service Commission,Other,0,0,2022,Adopted Budget,Full Year,,0,Civil Service Commission,55,,3,2022,55
Commerce,Other,752,0,2022,Adopted Budget,Full Year,,752,Office of the Director of Commerce,42,Commerce,3,2022,42
Finance,Other,0,0,2022,Adopted Budget,Full Year,,0,Office of the Director of Finance,35,Finance,3,2022,35
First Judicial District,Other,499,0,2022,Adopted Budget,Full Year,,499,First Judicial District,84,FJD,3,2022,84
Fleet Services,Other,84,0,2022,Adopted Budget,Full Year,,84,Office of Fleet Management,25,Fleet,3,2022,25
Free Library,Other,13,0,2022,Adopted Budget,Full Year,,13,The Free Library of Philadelphia,52,Free Library,3,2022,52
Human Relations Commission,Other,0,0,2022,Adopted Budget,Full Year,,0,Commission on Human Relations,54,Human Relations,3,2022,54
Human Services (1),Other,1338,0,2022,Adopted Budget,Full Year,,1338,Department of Human Services,22,DHS,3,2022,22
Labor,Other,0,0,2022,Adopted Budget,Full Year,,0,Labor,03,,3,2022,03
Law,Other,51,0,2022,Adopted Budget,Full Year,,51,Law Department,44,Law,3,2022,44
Licenses & Inspections,Other,8,0,2022,Adopted Budget,Full Year,,8,Department of Licenses and Inspections,26,L&I,3,2022,26
L&I-Board of Building Standards,Other,0,0,2022,Adopted Budget,Full Year,,0,L&I: Board of Building and Standards,29,,3,2022,29
L&I-Board of L & I Review,Other,0,0,2022,Adopted Budget,Full Year,,0,L&I: Board of Review,27,,3,2022,27
Managing Director's Office,Other,127,0,2022,Adopted Budget,Full Year,,127,Managing Director's Office,10,MDO,3,2022,10
Mayor's Office,Other,3,0,2022,Adopted Budget,Full Year,,3,Mayor's Office,05,Mayor,3,2022,05
Mayor's Office-Comm. Empowerment & Opp.,Other,37,0,2022,Adopted Budget,Full Year,,37,Mayor's Office of Community Empowerment and Opportunity,08,CEO,3,2022,08
Mural Arts Program,Other,0,0,2022,Adopted Budget,Full Year,,0,Mural Arts Program,50,Mural Arts,3,2022,50
Office of Behavioral Hith & Intellectual disAbility,Other,274,0,2022,Adopted Budget,Full Year,,274,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,3,2022,15
Office of the Chief Administrative Officer,Other,0,0,2022,Adopted Budget,Full Year,,0,Office of the Chief Administrative Officer,65,CAO,3,2022,65
Office of Children and Families,Other,0,0,2022,Adopted Budget,Full Year,,0,Office of Children and Families,66,OCF,3,2022,66
Office of Homeless Services,Other,50,0,2022,Adopted Budget,Full Year,,50,Office of Homeless Services,24,OHS,3,2022,24
Office of Human Resources,Other,0,0,2022,Adopted Budget,Full Year,,0,Office of Human Resources,56,OHR,3,2022,56
Office of Innovation and Technology,Other,127,0,2022,Adopted Budget,Full Year,,127,Office of Innovation and Technology,04,OIT,3,2022,04
Office of the Inspector General,Other,0,0,2022,Adopted Budget,Full Year,,0,Office of the Inspector General,48,OIG,3,2022,48
Office of Property Assessment,Other,0,0,2022,Adopted Budget,Full Year,,0,Office of Property Assessment,59,OPA,3,2022,59
Office of Sustainability,Other,1,0,2022,Adopted Budget,Full Year,,1,Office of Sustainability,49,Sustainability,3,2022,49
Parks and Recreation,Other,32,0,2022,Adopted Budget,Full Year,,32,Department of Parks and Recreation,16,Parks & Recreation,3,2022,16
Planning & Development,Other,62,0,2022,Adopted Budget,Full Year,,62,Department of Planning and Development,72,Planning & Development,3,2022,72
Prisons,Other,0,0,2022,Adopted Budget,Full Year,,0,Philadelphia Prison System,23,Prisons,3,2022,23
Procurement,Other,2,0,2022,Adopted Budget,Full Year,,2,Procurement Department,38,Procurement,3,2022,38
Public Health,Other,195,0,2022,Adopted Budget,Full Year,,195,Department of Public Health,14,Public Health,3,2022,14
Public Property,Other,0,0,2022,Adopted Budget,Full Year,,0,Department of Public Property,20,Public Property,3,2022,20
Records,Other,0,0,2022,Adopted Budget,Full Year,,0,Department of Records,31,Records,3,2022,31
Register of Wills,Other,0,0,2022,Adopted Budget,Full Year,,0,Register of Wills,68,,3,2022,68
Revenue,Other,221,0,2022,Adopted Budget,Full Year,,221,Department of Revenue,36,Revenue,3,2022,36
Sheriff,Other,0,0,2022,Adopted Budget,Full Year,,0,Office of the Sheriff,70,Sheriff,3,2022,70
Streets,Other,0,0,2022,Adopted Budget,Full Year,,0,Streets Department,12,Streets,3,2022,12
Water,Other,2314,0,2022,Adopted Budget,Full Year,,2314,Water Department,28,Water,3,2022,28
"Water,Sewer & Stormwater Rate Board",Other,1,0,2022,Adopted Budget,Full Year,,1,"Water, Sewer, and Stormwater Rate Board",67,,3,2022,67
Auditing (City Controller's Office),Total,135,0,2022,Adopted Budget,Full Year,,135,City Controller's Office,61,,3,2022,61
Board of Ethics,Total,10,0,2022,Adopted Budget,Full Year,,10,Board of Ethics,45,,3,2022,45
Board of Pensions,Total,73,0,2022,Adopted Budget,Full Year,,73,Board of Pensions,53,Pensions,3,2022,53
Board of Revision of Taxes,Total,16,0,2022,Adopted Budget,Full Year,,16,Board of Revision of Taxes,63,BRT,3,2022,63
City Commissioners (Election Board),Total,106,0,2022,Adopted Budget,Full Year,,106,City Commissioner's Office,73,City Commissioners,3,2022,73
City Council,Total,188,0,2022,Adopted Budget,Full Year,,188,City Council,01,,3,2022,01
City Treasurer,Total,18,0,2022,Adopted Budget,Full Year,,18,Office of the City Treasurer,40,City Treasurer,3,2022,40
Civil Service Commission,Total,2,0,2022,Adopted Budget,Full Year,,2,Civil Service Commission,55,,3,2022,55
Commerce,Total,803,0,2022,Adopted Budget,Full Year,,803,Office of the Director of Commerce,42,Commerce,3,2022,42
