category,fiscal_month,amount,fiscal_year,quarter,month
Hospital Assessment Fund,1,14.8,2022,1,7
Housing Trust Fund,1,83.0,2022,1,7
Budget Stabilization Fund,1,0.0,2022,1,7
Other Funds,1,10.8,2022,1,7
Total Operating Funds,1,1654.2,2022,1,7
Capital Improvement,1,125.2,2022,1,7
Industrial and Commercial Development,1,10.2,2022,1,7
Total Capital Funds,1,135.5,2022,1,7
Consolidated Cash,1,1789.7,2022,1,7
General Fund,2,833.3,2022,1,8
Grants Fund,2,945.8,2022,1,8
Community Development,2,-6.3,2022,1,8
Vehicle Rental Tax,2,9.1,2022,1,8
Hospital Assessment Fund,2,17.6,2022,1,8
Housing Trust Fund,2,80.9,2022,1,8
Budget Stabilization Fund,2,0.0,2022,1,8
Other Funds,2,10.8,2022,1,8
Total Operating Funds,2,1891.3,2022,1,8
Capital Improvement,2,488.1,2022,1,8
Industrial and Commercial Development,2,10.2,2022,1,8
Total Capital Funds,2,498.4,2022,1,8
Consolidated Cash,2,2389.6,2022,1,8
General Fund,3,792.9,2022,1,9
Grants Fund,3,882.2,2022,1,9
Community Development,3,-3.5,2022,1,9
Vehicle Rental Tax,3,2.9,2022,1,9
Hospital Assessment Fund,3,27.7,2022,1,9
Housing Trust Fund,3,80.2,2022,1,9
Budget Stabilization Fund,3,0.0,2022,1,9
Other Funds,3,10.6,2022,1,9
Total Operating Funds,3,1793.0,2022,1,9
Capital Improvement,3,462.4,2022,1,9
Industrial and Commercial Development,3,10.2,2022,1,9
Total Capital Funds,3,472.6,2022,1,9
Consolidated Cash,3,2265.6,2022,1,9
General Fund,4,596.7,2022,1,10
Grants Fund,4,880.8,2022,1,10
Community Development,4,-13.8,2022,1,10
Vehicle Rental Tax,4,3.6,2022,1,10
Hospital Assessment Fund,4,15.3,2022,1,10
Housing Trust Fund,4,78.1,2022,1,10
Budget Stabilization Fund,4,0.0,2022,1,10
Other Funds,4,10.5,2022,1,10
Total Operating Funds,4,1571.1,2022,1,10
Capital Improvement,4,456.6,2022,1,10
Industrial and Commercial Development,4,10.2,2022,1,10
Total Capital Funds,4,466.9,2022,1,10
Consolidated Cash,4,2037.9,2022,1,10
General Fund,5,521.6,2022,1,11
Grants Fund,5,640.1,2022,1,11
Community Development,5,-4.2,2022,1,11
Vehicle Rental Tax,5,4.3,2022,1,11
Hospital Assessment Fund,5,15.0,2022,1,11
Housing Trust Fund,5,76.0,2022,1,11
Budget Stabilization Fund,5,0.0,2022,1,11
Other Funds,5,10.3,2022,1,11
Total Operating Funds,5,1263.0,2022,1,11
Capital Improvement,5,447.1,2022,1,11
Industrial and Commercial Development,5,10.2,2022,1,11
Total Capital Funds,5,457.4,2022,1,11
Consolidated Cash,5,1720.4,2022,1,11
General Fund,6,410.3,2022,1,12
Grants Fund,6,587.7,2022,1,12
Community Development,6,-6.5,2022,1,12
Vehicle Rental Tax,6,5.0,2022,1,12
Hospital Assessment Fund,6,32.1,2022,1,12
Housing Trust Fund,6,73.9,2022,1,12
Budget Stabilization Fund,6,0.0,2022,1,12
Other Funds,6,10.2,2022,1,12
Total Operating Funds,6,1112.6,2022,1,12
Capital Improvement,6,437.6,2022,1,12
Industrial and Commercial Development,6,10.2,2022,1,12
Total Capital Funds,6,447.9,2022,1,12
Consolidated Cash,6,1560.5,2022,1,12
General Fund,7,409.4,2022,1,1
Grants Fund,7,652.3,2022,1,1
Community Development,7,-8.1,2022,1,1
Vehicle Rental Tax,7,5.7,2022,1,1
Hospital Assessment Fund,7,17.2,2022,1,1
Housing Trust Fund,7,71.8,2022,1,1
Budget Stabilization Fund,7,0.0,2022,1,1
Other Funds,7,10.0,2022,1,1
Total Operating Funds,7,1158.2,2022,1,1
Capital Improvement,7,428.1,2022,1,1
Industrial and Commercial Development,7,10.2,2022,1,1
Total Capital Funds,7,438.4,2022,1,1
Consolidated Cash,7,1596.5,2022,1,1
General Fund,8,628.3,2022,1,2
Grants Fund,8,509.7,2022,1,2
Community Development,8,-4.9,2022,1,2
Vehicle Rental Tax,8,6.4,2022,1,2
Hospital Assessment Fund,8,16.2,2022,1,2
Housing Trust Fund,8,69.7,2022,1,2
Budget Stabilization Fund,8,0.0,2022,1,2
Other Funds,8,9.9,2022,1,2
Total Operating Funds,8,1235.2,2022,1,2
Capital Improvement,8,418.6,2022,1,2
Industrial and Commercial Development,8,10.2,2022,1,2
Total Capital Funds,8,428.9,2022,1,2
Consolidated Cash,8,1664.0,2022,1,2
General Fund,9,390.7,2022,1,3
Grants Fund,9,469.7,2022,1,3
Community Development,9,-3.8,2022,1,3
Vehicle Rental Tax,9,7.1,2022,1,3
Hospital Assessment Fund,9,22.5,2022,1,3
Housing Trust Fund,9,67.6,2022,1,3
Budget Stabilization Fund,9,0.0,2022,1,3
Other Funds,9,9.7,2022,1,3
Total Operating Funds,9,963.5,2022,1,3
Capital Improvement,9,409.1,2022,1,3
Industrial and Commercial Development,9,10.2,2022,1,3
Total Capital Funds,9,419.4,2022,1,3
Consolidated Cash,9,1382.8,2022,1,3
General Fund,10,760.3,2022,1,4
Grants Fund,10,594.7,2022,1,4
Community Development,10,1.4,2022,1,4
Vehicle Rental Tax,10,7.8,2022,1,4
Hospital Assessment Fund,10,17.2,2022,1,4
Housing Trust Fund,10,65.5,2022,1,4
Budget Stabilization Fund,10,0.0,2022,1,4
Other Funds,10,9.6,2022,1,4
Total Operating Funds,10,1456.4,2022,1,4
Capital Improvement,10,399.6,2022,1,4
Industrial and Commercial Development,10,10.2,2022,1,4
Total Capital Funds,10,409.9,2022,1,4
Consolidated Cash,10,1866.3,2022,1,4
General Fund,11,794.7,2022,1,5
Grants Fund,11,1241.3,2022,1,5
Community Development,11,2.0,2022,1,5
Vehicle Rental Tax,11,8.5,2022,1,5
Hospital Assessment Fund,11,43.7,2022,1,5
Housing Trust Fund,11,63.4,2022,1,5
Budget Stabilization Fund,11,0.0,2022,1,5
Other Funds,11,9.4,2022,1,5
Total Operating Funds,11,2162.9,2022,1,5
Capital Improvement,11,390.1,2022,1,5
Industrial and Commercial Development,11,10.2,2022,1,5
Total Capital Funds,11,400.4,2022,1,5
Consolidated Cash,11,2563.3,2022,1,5
General Fund,12,798.8,2022,1,6
Grants Fund,12,1149.2,2022,1,6
Community Development,12,-6.7,2022,1,6
Vehicle Rental Tax,12,9.2,2022,1,6
Hospital Assessment Fund,12,19.2,2022,1,6
Housing Trust Fund,12,61.3,2022,1,6
Budget Stabilization Fund,12,0.0,2022,1,6
Other Funds,12,9.3,2022,1,6
Total Operating Funds,12,2040.2,2022,1,6
Capital Improvement,12,380.6,2022,1,6
Industrial and Commercial Development,12,10.2,2022,1,6
Total Capital Funds,12,390.9,2022,1,6
Consolidated Cash,12,2431.1,2022,1,6
General Fund,1,765.3,2021,4,7
Grants Fund,1,335.1,2021,4,7
Community Development,1,-8.9,2021,4,7
Vehicle Rental Tax,1,10.5,2021,4,7
Hospital Assessment Fund,1,22.8,2021,4,7
Housing Trust Fund,1,74.1,2021,4,7
Budget Stabilization Fund,1,34.3,2021,4,7
Other Funds,1,8.4,2021,4,7
Total Operating Funds,1,1241.5,2021,4,7
Capital Improvement,1,277.3,2021,4,7
Industrial and Commercial Development,1,10.2,2021,4,7
Total Capital Funds,1,287.5,2021,4,7
Consolidated Cash,1,1529.0,2021,4,7
General Fund,2,790.1,2021,4,8
Grants Fund,2,328.8,2021,4,8
Community Development,2,-15.5,2021,4,8
Vehicle Rental Tax,2,10.9,2021,4,8
Hospital Assessment Fund,2,22.0,2021,4,8
Housing Trust Fund,2,70.4,2021,4,8
Budget Stabilization Fund,2,34.3,2021,4,8
Other Funds,2,8.5,2021,4,8
Total Operating Funds,2,1249.6,2021,4,8
Capital Improvement,2,276.0,2021,4,8
Industrial and Commercial Development,2,10.2,2021,4,8
Total Capital Funds,2,286.2,2021,4,8
Consolidated Cash,2,1535.7,2021,4,8
General Fund,3,1155.4,2021,4,9
Grants Fund,3,316.7,2021,4,9
Community Development,3,-10.6,2021,4,9
Vehicle Rental Tax,3,4.4,2021,4,9
Hospital Assessment Fund,3,69.2,2021,4,9
Housing Trust Fund,3,69.2,2021,4,9
Budget Stabilization Fund,3,34.3,2021,4,9
Other Funds,3,8.7,2021,4,9
Total Operating Funds,3,1647.2,2021,4,9
Capital Improvement,3,258.5,2021,4,9
Industrial and Commercial Development,3,10.2,2021,4,9
Total Capital Funds,3,268.7,2021,4,9
Consolidated Cash,3,1915.9,2021,4,9
General Fund,4,910.3,2021,4,10
Grants Fund,4,260.9,2021,4,10
Community Development,4,-9.0,2021,4,10
Vehicle Rental Tax,4,4.8,2021,4,10
Hospital Assessment Fund,4,24.0,2021,4,10
Housing Trust Fund,4,70.2,2021,4,10
Budget Stabilization Fund,4,34.3,2021,4,10
Other Funds,4,8.7,2021,4,10
Total Operating Funds,4,1304.2,2021,4,10
Capital Improvement,4,239.7,2021,4,10
Industrial and Commercial Development,4,10.2,2021,4,10
Total Capital Funds,4,249.9,2021,4,10
Consolidated Cash,4,1554.1,2021,4,10
General Fund,5,933.3,2021,4,11
Grants Fund,5,217.7,2021,4,11
Community Development,5,-5.2,2021,4,11
Vehicle Rental Tax,5,5.2,2021,4,11
Hospital Assessment Fund,5,23.6,2021,4,11
Housing Trust Fund,5,89.9,2021,4,11
Budget Stabilization Fund,5,0.0,2021,4,11
Other Funds,5,8.8,2021,4,11
Total Operating Funds,5,1273.3,2021,4,11
Capital Improvement,5,227.1,2021,4,11
Industrial and Commercial Development,5,10.2,2021,4,11
Total Capital Funds,5,237.3,2021,4,11
Consolidated Cash,5,1510.6,2021,4,11
General Fund,6,862.0,2021,4,12
Grants Fund,6,197.1,2021,4,12
Community Development,6,-1.3,2021,4,12
Vehicle Rental Tax,6,5.6,2021,4,12
Hospital Assessment Fund,6,63.8,2021,4,12
Housing Trust Fund,6,89.1,2021,4,12
Budget Stabilization Fund,6,0.0,2021,4,12
Other Funds,6,9.6,2021,4,12
Total Operating Funds,6,1225.8,2021,4,12
Capital Improvement,6,224.3,2021,4,12
Industrial and Commercial Development,6,10.2,2021,4,12
Total Capital Funds,6,234.6,2021,4,12
Consolidated Cash,6,1460.4,2021,4,12
General Fund,7,874.1,2021,4,1
Grants Fund,7,119.2,2021,4,1
Community Development,7,8.2,2021,4,1
Vehicle Rental Tax,7,5.9,2021,4,1
Hospital Assessment Fund,7,21.1,2021,4,1
Housing Trust Fund,7,86.7,2021,4,1
Budget Stabilization Fund,7,0.0,2021,4,1
Other Funds,7,9.6,2021,4,1
Total Operating Funds,7,1124.8,2021,4,1
Capital Improvement,7,209.9,2021,4,1
Industrial and Commercial Development,7,10.2,2021,4,1
Total Capital Funds,7,220.1,2021,4,1
Consolidated Cash,7,1344.9,2021,4,1
General Fund,8,933.2,2021,4,2
Grants Fund,8,90.7,2021,4,2
Community Development,8,5.3,2021,4,2
Vehicle Rental Tax,8,6.1,2021,4,2
Hospital Assessment Fund,8,20.7,2021,4,2
Housing Trust Fund,8,86.6,2021,4,2
Budget Stabilization Fund,8,0.0,2021,4,2
Other Funds,8,9.3,2021,4,2
Total Operating Funds,8,1151.9,2021,4,2
Capital Improvement,8,180.5,2021,4,2
Industrial and Commercial Development,8,10.2,2021,4,2
Total Capital Funds,8,190.7,2021,4,2
Consolidated Cash,8,1342.6,2021,4,2
General Fund,9,791.0,2021,4,3
Grants Fund,9,110.8,2021,4,3
Community Development,9,4.0,2021,4,3
Vehicle Rental Tax,9,6.8,2021,4,3
Hospital Assessment Fund,9,23.1,2021,4,3
Housing Trust Fund,9,85.3,2021,4,3
Budget Stabilization Fund,9,0.0,2021,4,3
Other Funds,9,8.9,2021,4,3
Total Operating Funds,9,1029.9,2021,4,3
Capital Improvement,9,175.3,2021,4,3
Industrial and Commercial Development,9,10.2,2021,4,3
Total Capital Funds,9,185.6,2021,4,3
Consolidated Cash,9,1215.5,2021,4,3
General Fund,10,1091.4,2021,4,4
Grants Fund,10,91.4,2021,4,4
Community Development,10,4.0,2021,4,4
Vehicle Rental Tax,10,6.8,2021,4,4
Hospital Assessment Fund,10,23.1,2021,4,4
Housing Trust Fund,10,85.3,2021,4,4
Budget Stabilization Fund,10,0.0,2021,4,4
Other Funds,10,9.2,2021,4,4
Total Operating Funds,10,1311.2,2021,4,4
Capital Improvement,10,157.0,2021,4,4
Industrial and Commercial Development,10,10.2,2021,4,4
Total Capital Funds,10,167.2,2021,4,4
Consolidated Cash,10,1478.3,2021,4,4
General Fund,11,951.6,2021,4,5
Grants Fund,11,578.3,2021,4,5
Community Development,11,0.0,2021,4,5
Vehicle Rental Tax,11,7.3,2021,4,5
Hospital Assessment Fund,11,58.2,2021,4,5
Housing Trust Fund,11,84.5,2021,4,5
Budget Stabilization Fund,11,0.0,2021,4,5
Other Funds,11,9.4,2021,4,5
Total Operating Funds,11,1689.3,2021,4,5
Capital Improvement,11,145.4,2021,4,5
Industrial and Commercial Development,11,10.2,2021,4,5
Total Capital Funds,11,155.6,2021,4,5
Consolidated Cash,11,1844.9,2021,4,5
General Fund,12,981.3,2021,4,6
Grants Fund,12,949.9,2021,4,6
Community Development,12,3.2,2021,4,6
Vehicle Rental Tax,12,7.8,2021,4,6
Hospital Assessment Fund,12,24.0,2021,4,6
Housing Trust Fund,12,84.3,2021,4,6
Budget Stabilization Fund,12,0.0,2021,4,6
Other Funds,12,9.5,2021,4,6
Total Operating Funds,12,2060.1,2021,4,6
Capital Improvement,12,136.4,2021,4,6
Industrial and Commercial Development,12,10.2,2021,4,6
Total Capital Funds,12,146.6,2021,4,6
Consolidated Cash,12,2206.7,2021,4,6
General Fund,1,765.3,2021,3,7
Grants Fund,1,335.1,2021,3,7
Community Development,1,-8.9,2021,3,7
Vehicle Rental Tax,1,10.5,2021,3,7
Hospital Assessment Fund,1,22.8,2021,3,7
Housing Trust Fund,1,74.1,2021,3,7
Budget Stabilization Fund,1,34.3,2021,3,7
Other Funds,1,8.4,2021,3,7
Total Operating Funds,1,1241.5,2021,3,7
Capital Improvement,1,277.3,2021,3,7
Industrial and Commercial Development,1,10.2,2021,3,7
Total Capital Funds,1,287.5,2021,3,7
Consolidated Cash,1,1529.0,2021,3,7
General Fund,2,790.1,2021,3,8
Grants Fund,2,328.8,2021,3,8
Community Development,2,-15.5,2021,3,8
Vehicle Rental Tax,2,10.9,2021,3,8
Hospital Assessment Fund,2,22.0,2021,3,8
Housing Trust Fund,2,70.4,2021,3,8
Budget Stabilization Fund,2,34.3,2021,3,8
Other Funds,2,8.5,2021,3,8
Total Operating Funds,2,1249.6,2021,3,8
Capital Improvement,2,276.0,2021,3,8
Industrial and Commercial Development,2,10.2,2021,3,8
Total Capital Funds,2,286.2,2021,3,8
Consolidated Cash,2,1535.7,2021,3,8
General Fund,3,1155.4,2021,3,9
Grants Fund,3,316.7,2021,3,9
Community Development,3,-10.6,2021,3,9
Vehicle Rental Tax,3,4.4,2021,3,9
Hospital Assessment Fund,3,69.2,2021,3,9
Housing Trust Fund,3,69.2,2021,3,9
Budget Stabilization Fund,3,34.3,2021,3,9
Other Funds,3,8.7,2021,3,9
Total Operating Funds,3,1647.2,2021,3,9
Capital Improvement,3,258.5,2021,3,9
Industrial and Commercial Development,3,10.2,2021,3,9
Total Capital Funds,3,268.7,2021,3,9
Consolidated Cash,3,1915.9,2021,3,9
General Fund,4,910.3,2021,3,10
Grants Fund,4,260.9,2021,3,10
Community Development,4,-9.0,2021,3,10
Vehicle Rental Tax,4,4.8,2021,3,10
Hospital Assessment Fund,4,24.0,2021,3,10
Housing Trust Fund,4,70.2,2021,3,10
Budget Stabilization Fund,4,34.3,2021,3,10
Other Funds,4,8.7,2021,3,10
Total Operating Funds,4,1304.2,2021,3,10
Capital Improvement,4,239.7,2021,3,10
Industrial and Commercial Development,4,10.2,2021,3,10
Total Capital Funds,4,249.9,2021,3,10
Consolidated Cash,4,1554.1,2021,3,10
General Fund,5,933.3,2021,3,11
Grants Fund,5,217.7,2021,3,11
Community Development,5,-5.2,2021,3,11
Vehicle Rental Tax,5,5.2,2021,3,11
Hospital Assessment Fund,5,23.6,2021,3,11
Housing Trust Fund,5,89.9,2021,3,11
Budget Stabilization Fund,5,0.0,2021,3,11
Other Funds,5,8.8,2021,3,11
Total Operating Funds,5,1273.3,2021,3,11
Capital Improvement,5,227.1,2021,3,11
Industrial and Commercial Development,5,10.2,2021,3,11
Total Capital Funds,5,237.3,2021,3,11
Consolidated Cash,5,1510.6,2021,3,11
General Fund,6,862.0,2021,3,12
Grants Fund,6,197.1,2021,3,12
Community Development,6,-1.3,2021,3,12
Vehicle Rental Tax,6,5.6,2021,3,12
Hospital Assessment Fund,6,63.8,2021,3,12
Housing Trust Fund,6,89.1,2021,3,12
Budget Stabilization Fund,6,0.0,2021,3,12
Other Funds,6,9.6,2021,3,12
Total Operating Funds,6,1225.8,2021,3,12
Capital Improvement,6,224.3,2021,3,12
Industrial and Commercial Development,6,10.2,2021,3,12
Total Capital Funds,6,234.6,2021,3,12
Consolidated Cash,6,1460.4,2021,3,12
General Fund,7,874.1,2021,3,1
Grants Fund,7,119.2,2021,3,1
Community Development,7,8.2,2021,3,1
Vehicle Rental Tax,7,5.9,2021,3,1
Hospital Assessment Fund,7,21.1,2021,3,1
Housing Trust Fund,7,86.7,2021,3,1
Budget Stabilization Fund,7,0.0,2021,3,1
Other Funds,7,9.6,2021,3,1
Total Operating Funds,7,1124.8,2021,3,1
Capital Improvement,7,209.9,2021,3,1
Industrial and Commercial Development,7,10.2,2021,3,1
Total Capital Funds,7,220.1,2021,3,1
Consolidated Cash,7,1344.9,2021,3,1
General Fund,8,933.2,2021,3,2
Grants Fund,8,90.7,2021,3,2
Community Development,8,5.3,2021,3,2
Vehicle Rental Tax,8,6.1,2021,3,2
Hospital Assessment Fund,8,20.7,2021,3,2
Housing Trust Fund,8,86.6,2021,3,2
Budget Stabilization Fund,8,0.0,2021,3,2
Other Funds,8,9.3,2021,3,2
Total Operating Funds,8,1151.9,2021,3,2
Capital Improvement,8,180.5,2021,3,2
Industrial and Commercial Development,8,10.2,2021,3,2
Total Capital Funds,8,190.7,2021,3,2
Consolidated Cash,8,1342.6,2021,3,2
General Fund,9,788.6,2021,3,3
Grants Fund,9,110.8,2021,3,3
Community Development,9,4.0,2021,3,3
Vehicle Rental Tax,9,6.8,2021,3,3
Hospital Assessment Fund,9,23.1,2021,3,3
Housing Trust Fund,9,85.3,2021,3,3
Budget Stabilization Fund,9,0.0,2021,3,3
Other Funds,9,8.9,2021,3,3
Total Operating Funds,9,1027.5,2021,3,3
Capital Improvement,9,175.3,2021,3,3
Industrial and Commercial Development,9,10.2,2021,3,3
Total Capital Funds,9,185.6,2021,3,3
Consolidated Cash,9,1213.1,2021,3,3
General Fund,10,1089.0,2021,3,4
Grants Fund,10,91.4,2021,3,4
Community Development,10,4.0,2021,3,4
Vehicle Rental Tax,10,6.8,2021,3,4
Hospital Assessment Fund,10,23.1,2021,3,4
Housing Trust Fund,10,85.3,2021,3,4
Budget Stabilization Fund,10,0.0,2021,3,4
Other Funds,10,9.2,2021,3,4
Total Operating Funds,10,1308.8,2021,3,4
Capital Improvement,10,157.0,2021,3,4
Industrial and Commercial Development,10,10.2,2021,3,4
Total Capital Funds,10,167.2,2021,3,4
Consolidated Cash,10,1475.9,2021,3,4
General Fund,11,844.9,2021,3,5
Grants Fund,11,687.6,2021,3,5
Community Development,11,0.2,2021,3,5
Vehicle Rental Tax,11,7.2,2021,3,5
Hospital Assessment Fund,11,37.8,2021,3,5
Housing Trust Fund,11,61.0,2021,3,5
Budget Stabilization Fund,11,0.0,2021,3,5
Other Funds,11,9.2,2021,3,5
Total Operating Funds,11,1648.0,2021,3,5
Capital Improvement,11,142.0,2021,3,5
Industrial and Commercial Development,11,10.2,2021,3,5
Total Capital Funds,11,152.2,2021,3,5
Consolidated Cash,11,1800.2,2021,3,5
General Fund,12,663.8,2021,3,6
Grants Fund,12,677.1,2021,3,6
Community Development,12,-6.5,2021,3,6
Vehicle Rental Tax,12,7.6,2021,3,6
Hospital Assessment Fund,12,15.9,2021,3,6
Housing Trust Fund,12,58.9,2021,3,6
Budget Stabilization Fund,12,0.0,2021,3,6
Other Funds,12,9.2,2021,3,6
Total Operating Funds,12,1426.0,2021,3,6
Capital Improvement,12,127.0,2021,3,6
Industrial and Commercial Development,12,10.2,2021,3,6
Total Capital Funds,12,137.2,2021,3,6
Consolidated Cash,12,1563.2,2021,3,6
General Fund,1,765.3,2021,2,7
Grants Fund,1,335.1,2021,2,7
Community Development,1,-8.9,2021,2,7
Vehicle Rental Tax,1,10.5,2021,2,7
Hospital Assessment Fund,1,22.8,2021,2,7
Housing Trust Fund,1,74.1,2021,2,7
Budget Stabilization Fund,1,34.3,2021,2,7
Other Funds,1,8.4,2021,2,7
Total Operating Funds,1,1241.5,2021,2,7
Capital Improvement,1,277.3,2021,2,7
Industrial and Commercial Development,1,10.2,2021,2,7
Total Capital Funds,1,287.5,2021,2,7
Consolidated Cash,1,1529.0,2021,2,7
General Fund,2,790.1,2021,2,8
Grants Fund,2,328.8,2021,2,8
Community Development,2,-15.5,2021,2,8
Vehicle Rental Tax,2,10.9,2021,2,8
Hospital Assessment Fund,2,22.0,2021,2,8
Housing Trust Fund,2,70.4,2021,2,8
Budget Stabilization Fund,2,34.3,2021,2,8
Other Funds,2,8.5,2021,2,8
Total Operating Funds,2,1249.6,2021,2,8
Capital Improvement,2,276.0,2021,2,8
Industrial and Commercial Development,2,10.2,2021,2,8
Total Capital Funds,2,286.2,2021,2,8
Consolidated Cash,2,1535.7,2021,2,8
General Fund,3,1155.4,2021,2,9
Grants Fund,3,316.7,2021,2,9
Community Development,3,-10.6,2021,2,9
Vehicle Rental Tax,3,4.4,2021,2,9
Hospital Assessment Fund,3,69.2,2021,2,9
Housing Trust Fund,3,69.2,2021,2,9
Budget Stabilization Fund,3,34.3,2021,2,9
Other Funds,3,8.7,2021,2,9
Total Operating Funds,3,1647.2,2021,2,9
Capital Improvement,3,258.5,2021,2,9
Industrial and Commercial Development,3,10.2,2021,2,9
Total Capital Funds,3,268.7,2021,2,9
Consolidated Cash,3,1915.9,2021,2,9
General Fund,4,910.3,2021,2,10
Grants Fund,4,260.9,2021,2,10
Community Development,4,-9.0,2021,2,10
Vehicle Rental Tax,4,4.8,2021,2,10
Hospital Assessment Fund,4,24.0,2021,2,10
Housing Trust Fund,4,70.2,2021,2,10
Budget Stabilization Fund,4,34.3,2021,2,10
Other Funds,4,8.7,2021,2,10
Total Operating Funds,4,1304.2,2021,2,10
Capital Improvement,4,239.7,2021,2,10
Industrial and Commercial Development,4,10.2,2021,2,10
Total Capital Funds,4,249.9,2021,2,10
Consolidated Cash,4,1554.1,2021,2,10
General Fund,5,933.3,2021,2,11
Grants Fund,5,217.7,2021,2,11
Community Development,5,-5.2,2021,2,11
Vehicle Rental Tax,5,5.2,2021,2,11
Hospital Assessment Fund,5,23.6,2021,2,11
Housing Trust Fund,5,89.9,2021,2,11
Budget Stabilization Fund,5,0.0,2021,2,11
Other Funds,5,8.8,2021,2,11
Total Operating Funds,5,1273.3,2021,2,11
Capital Improvement,5,227.1,2021,2,11
Industrial and Commercial Development,5,10.2,2021,2,11
Total Capital Funds,5,237.3,2021,2,11
Consolidated Cash,5,1510.6,2021,2,11
General Fund,6,862.0,2021,2,12
Grants Fund,6,197.1,2021,2,12
Community Development,6,-1.3,2021,2,12
Vehicle Rental Tax,6,5.6,2021,2,12
Hospital Assessment Fund,6,63.8,2021,2,12
Housing Trust Fund,6,89.1,2021,2,12
Budget Stabilization Fund,6,0.0,2021,2,12
Other Funds,6,9.6,2021,2,12
Total Operating Funds,6,1225.8,2021,2,12
Capital Improvement,6,224.3,2021,2,12
Industrial and Commercial Development,6,10.2,2021,2,12
Total Capital Funds,6,234.6,2021,2,12
Consolidated Cash,6,1460.4,2021,2,12
General Fund,7,875.6,2021,2,1
Grants Fund,7,118.4,2021,2,1
Community Development,7,8.2,2021,2,1
Vehicle Rental Tax,7,5.9,2021,2,1
Hospital Assessment Fund,7,21.1,2021,2,1
Housing Trust Fund,7,86.7,2021,2,1
Budget Stabilization Fund,7,0.0,2021,2,1
Other Funds,7,9.6,2021,2,1
Total Operating Funds,7,1125.4,2021,2,1
Capital Improvement,7,209.9,2021,2,1
Industrial and Commercial Development,7,10.2,2021,2,1
Total Capital Funds,7,220.1,2021,2,1
Consolidated Cash,7,1345.5,2021,2,1
General Fund,8,880.6,2021,2,2
Grants Fund,8,3.0,2021,2,2
Community Development,8,-5.5,2021,2,2
Vehicle Rental Tax,8,6.3,2021,2,2
Hospital Assessment Fund,8,13.3,2021,2,2
Housing Trust Fund,8,67.3,2021,2,2
Budget Stabilization Fund,8,0.0,2021,2,2
Other Funds,8,9.6,2021,2,2
Total Operating Funds,8,974.5,2021,2,2
Capital Improvement,8,194.9,2021,2,2
Industrial and Commercial Development,8,10.2,2021,2,2
Total Capital Funds,8,205.1,2021,2,2
Consolidated Cash,8,1179.7,2021,2,2
General Fund,9,529.8,2021,2,3
Grants Fund,9,-12.7,2021,2,3
Community Development,9,-3.3,2021,2,3
Vehicle Rental Tax,9,6.7,2021,2,3
Hospital Assessment Fund,9,24.2,2021,2,3
Housing Trust Fund,9,65.2,2021,2,3
