dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,fiscal_year,class_900,total,abbreviation,dept_code,dept_name,dept_major_code
Mayor's Office - Scholarships,0.0,0.0,0.0,199500.0,0.0,0.0,2015,0.0,199500.0,,05S,Mayor's Office: Scholarships,05
Mayor's Office of Community Empowerment and Opportunity,0.0,500000.0,0.0,0.0,0.0,0.0,2015,0.0,500000.0,CEO,08,Mayor's Office of Community Empowerment and Opportunity,08
Mayor's Office of Transportation & Utilities,508786.0,289906.0,0.0,0.0,0.0,0.0,2015,0.0,798692.0,,46,Mayor's Office of Transportation and Utilities,46
Mural Arts Program,456445.0,1001800.0,0.0,0.0,0.0,0.0,2015,0.0,1458245.0,Mural Arts,50,Mural Arts Program,50
Office of Arts & Culture & the Creative Economy,200440.0,393675.0,3773.0,3370688.0,0.0,0.0,2015,0.0,3968576.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
Office of Behavioral Health and Intellectual disAbility,991846.0,12975510.0,0.0,0.0,0.0,0.0,2015,0.0,13967356.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Housing and Community Development,0.0,2570000.0,0.0,0.0,0.0,30068.0,2015,0.0,2600068.0,,06,Office of Housing and Community Development,06
Office of Human Resources,5083865.0,787696.0,67329.0,0.0,0.0,0.0,2015,0.0,5938890.0,OHR,56,Office of Human Resources,56
Office of Innovation and Technology,18927722.0,39172869.0,5772840.0,500.0,0.0,0.0,2015,0.0,63873931.0,OIT,04,Office of Innovation and Technology,04
Office of Property Assessment,10683762.0,1526248.0,360263.0,0.0,0.0,0.0,2015,0.0,12570273.0,OPA,59,Office of Property Assessment,59
Office of Supportive Housing,8234304.0,36559528.0,343091.0,41340.0,0.0,0.0,2015,0.0,45178263.0,OHS,24,Office of Homeless Services,24
Office of Sustainability,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,Sustainability,49,Office of Sustainability,49
Office of the Inspector General,1289745.0,192246.0,4810.0,0.0,0.0,0.0,2015,0.0,1486801.0,OIG,48,Office of the Inspector General,48
Parks and Recreation,42597872.0,6477845.0,2727956.0,4915397.0,0.0,0.0,2015,0.0,56719070.0,Parks & Recreation,16,Department of Parks and Recreation,16
Police,598373325.0,7135887.0,9797547.0,17386042.0,0.0,0.0,2015,0.0,632692801.0,Police,11,Police Department,11
Prisons,137498897.0,101574703.0,5036828.0,2048734.0,0.0,0.0,2015,0.0,246159162.0,Prisons,23,Philadelphia Prison System,23
Procurement,2333610.0,2447215.0,49005.0,28000.0,0.0,0.0,2015,0.0,4857830.0,Procurement,38,Procurement Department,38
Public Health,48078457.0,59364135.0,5385375.0,151799.0,0.0,500000.0,2015,0.0,113479766.0,Public Health,14,Department of Public Health,14
Public Property,8217003.0,27162093.0,1312942.0,484077.0,0.0,30417400.0,2015,0.0,67593515.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,70415000.0,0.0,0.0,0.0,0.0,2015,0.0,70415000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,19871298.0,0.0,0.0,0.0,0.0,2015,0.0,19871298.0,,20SR,Public Property: Space Rentals,20
Public Property-Utilities,0.0,31355461.0,0.0,0.0,0.0,0.0,2015,0.0,31355461.0,,20U,Public Property: Utilities,20
Records,2816572.0,1534671.0,142892.0,1400.0,0.0,0.0,2015,0.0,4495535.0,Records,31,Department of Records,31
Register of Wills,3538207.0,46683.0,23517.0,0.0,0.0,0.0,2015,0.0,3608407.0,,68,Register of Wills,68
Revenue,17661208.0,4693401.0,611109.0,57000.0,0.0,0.0,2015,0.0,23022718.0,Revenue,36,Department of Revenue,36
Sheriff,20317966.0,624741.0,545745.0,699387.0,0.0,0.0,2015,0.0,22187839.0,Sheriff,70,Office of the Sheriff,70
Sinking Fund Commission (Debt Service),0.0,106420540.0,0.0,0.0,131968290.0,0.0,2015,0.0,238388830.0,Sinking Fund,37,Sinking Fund Commission,37
Streets - Sanitation,55027146.0,39014045.0,1569329.0,11517856.0,0.0,0.0,2015,0.0,107128376.0,,12S,Streets: Sanitation,12
Streets-Transportation,25455177.0,8595211.0,3071794.0,3346.0,0.0,338133.0,2015,0.0,37463661.0,,12T,Streets: Transportation,12
Youth Commission,67175.0,5140.0,98.0,0.0,0.0,0.0,2015,0.0,72413.0,,47,Youth Commission,47
Art Museum,0.0,0.0,0.0,2620000.0,0.0,0.0,2016,0.0,2620000.0,,34,Art Museum,34
Atwater Kent Museum,223470.0,0.0,0.0,50000.0,0.0,0.0,2016,0.0,273470.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing (City Controller),7994175.0,392741.0,24955.0,0.0,0.0,0.0,2016,0.0,8411871.0,,61,City Controller's Office,61
Board of Ethics,862716.0,50982.0,11009.0,0.0,0.0,0.0,2016,0.0,924707.0,,45,Board of Ethics,45
Board of Revision of Taxes,890697.0,18953.0,14075.0,71499.0,0.0,0.0,2016,0.0,995224.0,BRT,63,Board of Revision of Taxes,63
City Commissioners,5514242.0,3864760.0,716470.0,0.0,0.0,0.0,2016,0.0,10095472.0,City Commissioners,73,City Commissioner's Office,73
City Council,12842195.0,1626341.0,452964.0,591000.0,0.0,0.0,2016,0.0,15512500.0,,01,City Council,01
City Planning Commission,2211557.0,139357.0,39872.0,0.0,0.0,0.0,2016,0.0,2390786.0,,51,City Planning Commission,51
City Representative,453196.0,561726.0,53922.0,0.0,0.0,0.0,2016,0.0,1068844.0,City Rep,41,Office of the City Representative,41
City Treasurer,985689.0,107442.0,21825.0,0.0,0.0,0.0,2016,0.0,1114956.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service Commission,150173.0,29500.0,300.0,0.0,0.0,0.0,2016,0.0,179973.0,,55,Civil Service Commission,55
Commerce,2351610.0,1780385.0,36603.0,500000.0,0.0,0.0,2016,0.0,4668598.0,Commerce,42,Office of the Director of Commerce,42
Commerce-Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,2016,0.0,15000000.0,,42CC,Commerce: Convention Center Subsidy,42
Commerce-Economic Stimulus,0.0,3294448.0,0.0,0.0,0.0,0.0,2016,0.0,3294448.0,,42ES,Commerce: Economic Stimulus,42
District Attorney,32810833.0,2391233.0,491150.0,5000.0,0.0,0.0,2016,0.0,35698216.0,DAO,69,District Attorney's Office,69
Finance,10819419.0,4115309.0,104341.0,7601919.0,0.0,0.0,2016,0.0,22640988.0,Finance,35,Office of the Director of Finance,35
Finance-Community College Subsidy,0.0,0.0,0.0,30309207.0,0.0,0.0,2016,0.0,30309207.0,,35CC,Finance: Community College Subsidy,35
Finance-Employee Benefits,1181264999.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,1181264999.0,,35EB,Finance: Employee Benefits,35
Finance-Hero Scholarship Awards,0.0,0.0,0.0,18000.0,0.0,0.0,2016,0.0,18000.0,,35HA,Finance: Hero Scholarship Awards,35
Finance-Indemnities,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,,35IN,Finance: Indemnities,35
Finance-Refunds,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,,35R,Finance: Refunds,35
Finance-School District Contribution,0.0,0.0,0.0,104184673.0,0.0,0.0,2016,0.0,104184673.0,,35SD,Finance: School District Contribution,35
Finance-Witness Fees,0.0,118808.0,0.0,0.0,0.0,0.0,2016,0.0,118808.0,,35WF,Finance: Witness Fees,35
Fire,219101252.0,6615496.0,9690432.0,2672473.0,0.0,8162000.0,2016,0.0,246241653.0,Fire,13,Fire Department,13
First Judicial District,97017514.0,17650649.0,2391505.0,827023.0,0.0,0.0,2016,0.0,117886691.0,FJD,84,First Judicial District,84
Fleet Management,17275918.0,5150508.0,22000170.0,28006.0,0.0,0.0,2016,0.0,44454602.0,Fleet,25,Office of Fleet Management,25
Fleet Management -Vehicle Lease/Purch.,0.0,4483192.0,12814792.0,0.0,0.0,0.0,2016,0.0,17297984.0,,25V,Fleet: Vehicle Lease/Purchases,25
Free Library,34808182.0,2315621.0,2275393.0,365230.0,0.0,0.0,2016,0.0,39764426.0,Free Library,52,The Free Library of Philadelphia,52
Historical Commission,341606.0,887.0,786.0,0.0,0.0,0.0,2016,0.0,343279.0,,32,Historical Commission,32
Human Relations Commission,1837948.0,41700.0,22106.0,0.0,0.0,0.0,2016,0.0,1901754.0,Human Relations,54,Commission on Human Relations,54
Human Services,21714429.0,75253378.0,937302.0,203232.0,0.0,0.0,2016,0.0,98108341.0,DHS,22,Department of Human Services,22
L&I-Board of Building Standards,67890.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,67890.0,,29,L&I: Board of Building and Standards,29
L&I-Board of L&I Review,139762.0,10436.0,0.0,0.0,0.0,0.0,2016,0.0,150198.0,,27,L&I: Board of Review,27
L&I-Zoning Board of Adjustments,326821.0,34541.0,0.0,0.0,0.0,0.0,2016,0.0,361362.0,ZBA,30,Zoning Board of Adjustments,30
Labor,496053.0,5248.0,8133.0,0.0,0.0,0.0,2016,0.0,509434.0,,03,Labor,03
Law,7405269.0,6628250.0,226030.0,313651.0,0.0,0.0,2016,0.0,14573200.0,Law,44,Law Department,44
Licenses & Inspection,18606512.0,10401930.0,1437228.0,160615.0,0.0,0.0,2016,0.0,30606285.0,L&I,26,Department of Licenses and Inspections,26
Managing Director,17601829.0,19040574.0,610965.0,205.0,0.0,0.0,2016,0.0,37253573.0,MDO,10,Managing Director's Office,10
Managing Director-Legal Services,0.0,44695131.0,0.0,0.0,0.0,0.0,2016,0.0,44695131.0,,10LS,MDO: Legal Services,10
Mayor's Office,3960415.0,950822.0,33284.0,382076.0,0.0,0.0,2016,0.0,5326597.0,Mayor,05,Mayor's Office,05
Mayor's Office - Scholarships,0.0,0.0,0.0,200000.0,0.0,0.0,2016,0.0,200000.0,,05S,Mayor's Office: Scholarships,05
Mural Arts Program,495213.0,1155615.0,0.0,0.0,0.0,0.0,2016,0.0,1650828.0,Mural Arts,50,Mural Arts Program,50
Office of Arts & Culture & the Creative Economy,308789.0,467620.0,3925.0,3370688.0,0.0,0.0,2016,0.0,4151022.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
Office of Behavioral Health and Intellectual disAbility,995153.0,12975510.0,0.0,0.0,0.0,0.0,2016,0.0,13970663.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Community Empowerment and Opportunity,90000.0,835000.0,0.0,13500.0,0.0,0.0,2016,0.0,938500.0,CEO,08,Mayor's Office of Community Empowerment and Opportunity,08
Office of Community Schools & Pre-K,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,OCF,66,Office of Children and Families,66
Office of Homeless Services,8241791.0,37058057.0,325044.0,67233.0,0.0,0.0,2016,0.0,45692125.0,OHS,24,Office of Homeless Services,24
Office of Housing and Community Development,0.0,3587000.0,0.0,2647.0,0.0,0.0,2016,0.0,3589647.0,,06,Office of Housing and Community Development,06
Office of Human Resources,5313085.0,863348.0,53912.0,0.0,0.0,0.0,2016,0.0,6230345.0,OHR,56,Office of Human Resources,56
Office of Innovation and Technology,19807002.0,39618139.0,5498389.0,3242043.0,0.0,0.0,2016,0.0,68165573.0,OIT,04,Office of Innovation and Technology,04
Office of Property Assessment,10675256.0,1242200.0,336576.0,0.0,0.0,0.0,2016,0.0,12254032.0,OPA,59,Office of Property Assessment,59
Office of Sustainability,488757.0,221618.0,7917.0,0.0,0.0,0.0,2016,0.0,718292.0,Sustainability,49,Office of Sustainability,49
Office of Transportation & Utilities,473894.0,217364.0,0.0,0.0,0.0,0.0,2016,0.0,691258.0,,46,Mayor's Office of Transportation and Utilities,46
Office of the Chief Administrative Officer,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,CAO,65,Office of the Chief Administrative Officer,65
Office of the Inspector General,1373644.0,268120.0,4808.0,0.0,0.0,0.0,2016,0.0,1646572.0,OIG,48,Office of the Inspector General,48
Parks and Recreation,42943935.0,9235890.0,2715992.0,4796976.0,0.0,0.0,2016,0.0,59692793.0,Parks & Recreation,16,Department of Parks and Recreation,16
Planning and Development,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,Planning & Development,72,Department of Planning and Development,72
Police,626772728.0,7061763.0,12271267.0,12807676.0,0.0,0.0,2016,0.0,658913434.0,Police,11,Police Department,11
Prisons,141068023.0,104913016.0,4752060.0,2265226.0,0.0,0.0,2016,0.0,252998325.0,Prisons,23,Philadelphia Prison System,23
Procurement,2278649.0,3040829.0,48528.0,0.0,0.0,0.0,2016,0.0,5368006.0,Procurement,38,Procurement Department,38
Public Health,49832624.0,64896705.0,5371564.0,876587.0,0.0,500000.0,2016,0.0,121477480.0,Public Health,14,Department of Public Health,14
Public Property,8347891.0,28979811.0,1304121.0,1197256.0,0.0,24176888.0,2016,0.0,64005967.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,74215000.0,0.0,0.0,0.0,0.0,2016,0.0,74215000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,20228737.0,0.0,0.0,0.0,0.0,2016,0.0,20228737.0,,20SR,Public Property: Space Rentals,20
Public Property-Utilities,0.0,31611391.0,0.0,0.0,0.0,0.0,2016,0.0,31611391.0,,20U,Public Property: Utilities,20
Records,2943408.0,1595451.0,142776.0,1000.0,0.0,0.0,2016,0.0,4682635.0,Records,31,Department of Records,31
Register of Wills,3550052.0,55519.0,64804.0,0.0,0.0,0.0,2016,0.0,3670375.0,,68,Register of Wills,68
Revenue,18570671.0,5823985.0,603334.0,32634.0,0.0,0.0,2016,0.0,25030624.0,Revenue,36,Department of Revenue,36
Sheriff,22280203.0,695864.0,413445.0,41275.0,0.0,0.0,2016,0.0,23430787.0,Sheriff,70,Office of the Sheriff,70
Sinking Fund Commission (Debt Service),0.0,92641217.0,0.0,0.0,132089447.0,0.0,2016,0.0,224730664.0,Sinking Fund,37,Sinking Fund Commission,37
Streets,76874569.0,51875823.0,3751732.0,12910311.0,0.0,0.0,2016,0.0,145412435.0,Streets,12,Streets Department,12
Youth Commission,92488.0,8439.0,267.0,0.0,0.0,0.0,2016,0.0,101194.0,,47,Youth Commission,47
Art Museum,0.0,0.0,0.0,2550000.0,0.0,0.0,2017,0.0,2550000.0,,34,Art Museum,34
Atwater Kent Museum,248440.0,0.0,0.0,50000.0,0.0,0.0,2017,0.0,298440.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing (City Controller),8055899.0,396681.0,24738.0,0.0,0.0,0.0,2017,0.0,8477318.0,,61,City Controller's Office,61
Board of Ethics,920605.0,22089.0,8049.0,0.0,0.0,0.0,2017,0.0,950743.0,,45,Board of Ethics,45
Board of Revision of Taxes,898026.0,111593.0,15146.0,0.0,0.0,0.0,2017,0.0,1024765.0,BRT,63,Board of Revision of Taxes,63
City Commissioners,5960120.0,4235156.0,788616.0,0.0,0.0,0.0,2017,0.0,10983892.0,City Commissioners,73,City Commissioner's Office,73
City Council,13295341.0,1729341.0,452719.0,127114.0,0.0,0.0,2017,0.0,15604515.0,,01,City Council,01
City Planning Commission,2351776.0,122213.0,40434.0,0.0,0.0,0.0,2017,0.0,2514423.0,,51,City Planning Commission,51
City Representative,505031.0,338647.0,15066.0,0.0,0.0,0.0,2017,0.0,858744.0,City Rep,41,Office of the City Representative,41
City Treasurer,979945.0,98140.0,14478.0,0.0,0.0,0.0,2017,0.0,1092563.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service Commission,161212.0,29500.0,200.0,0.0,0.0,0.0,2017,0.0,190912.0,,55,Civil Service Commission,55
Commerce,2393155.0,2187231.0,18174.0,500000.0,0.0,0.0,2017,0.0,5098560.0,Commerce,42,Office of the Director of Commerce,42
Commerce-Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,2017,0.0,15000000.0,,42CC,Commerce: Convention Center Subsidy,42
Commerce-Economic Stimulus,0.0,3354448.0,0.0,0.0,0.0,0.0,2017,0.0,3354448.0,,42ES,Commerce: Economic Stimulus,42
District Attorney,32689069.0,2394931.0,546153.0,627500.0,0.0,0.0,2017,0.0,36257653.0,DAO,69,District Attorney's Office,69
Finance,6669543.0,2526699.0,76945.0,3209808.0,0.0,0.0,2017,0.0,12482995.0,Finance,35,Office of the Director of Finance,35
Finance-Community College Subsidy,0.0,0.0,0.0,29909207.0,0.0,0.0,2017,0.0,29909207.0,,35CC,Finance: Community College Subsidy,35
Finance-Employee Benefits,1240988145.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,1240988145.0,,35EB,Finance: Employee Benefits,35
Finance-Hero Scholarship Awards,0.0,0.0,0.0,15000.0,0.0,0.0,2017,0.0,15000.0,,35HA,Finance: Hero Scholarship Awards,35
Finance-Indemnities,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.0,,35IN,Finance: Indemnities,35
Finance-Refunds,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.0,,35R,Finance: Refunds,35
Finance-Reg #32,1987825.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,1987825.0,,35R32,Finance: Reg #32,35
Finance-School District Contribution,0.0,0.0,0.0,104263617.0,0.0,0.0,2017,0.0,104263617.0,,35SD,Finance: School District Contribution,35
Finance-Witness Fees,0.0,107655.0,0.0,0.0,0.0,0.0,2017,0.0,107655.0,,35WF,Finance: Witness Fees,35
Fire,214434520.0,6118888.0,7543669.0,560829.0,0.0,7617000.0,2017,0.0,236274906.0,Fire,13,Fire Department,13
First Judicial District,94649818.0,12062881.0,2386567.0,21587.0,0.0,0.0,2017,0.0,109120853.0,FJD,84,First Judicial District,84
Fleet Management,16491089.0,5100079.0,20222507.0,10912.0,0.0,0.0,2017,0.0,41824587.0,Fleet,25,Office of Fleet Management,25
Fleet Management -Vehicle Lease/Purch.,0.0,4474208.0,14519834.0,0.0,0.0,0.0,2017,0.0,18994042.0,,25V,Fleet: Vehicle Lease/Purchases,25
Free Library,35905717.0,2323662.0,2200968.0,40560.0,0.0,0.0,2017,0.0,40470907.0,Free Library,52,The Free Library of Philadelphia,52
Historical Commission,400662.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,400662.0,,32,Historical Commission,32
Human Relations Commission,1949691.0,42562.0,11748.0,0.0,0.0,0.0,2017,0.0,2004001.0,Human Relations,54,Commission on Human Relations,54
Human Services,26260507.0,75660368.0,773089.0,352657.0,0.0,0.0,2017,0.0,103046621.0,DHS,22,Department of Human Services,22
L&I-Board of Building Standards,69683.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,69683.0,,29,L&I: Board of Building and Standards,29
L&I-Board of L&I Review,148864.0,9000.0,0.0,0.0,0.0,0.0,2017,0.0,157864.0,,27,L&I: Board of Review,27
L&I-Zoning Board of Adjustments,320504.0,24000.0,0.0,0.0,0.0,0.0,2017,0.0,344504.0,ZBA,30,Zoning Board of Adjustments,30
Labor,919175.0,8992.0,9317.0,0.0,0.0,0.0,2017,0.0,937484.0,,03,Labor,03
Law,8085037.0,7887866.0,241490.0,251339.0,0.0,0.0,2017,0.0,16465732.0,Law,44,Law Department,44
Licenses & Inspection,19578047.0,12011932.0,1201494.0,121919.0,0.0,0.0,2017,0.0,32913392.0,L&I,26,Department of Licenses and Inspections,26
Managing Director,18885758.0,18954340.0,782807.0,76839.0,0.0,0.0,2017,0.0,38699744.0,MDO,10,Managing Director's Office,10
Managing Director-Legal Services,0.0,46490832.0,0.0,0.0,0.0,0.0,2017,0.0,46490832.0,,10LS,MDO: Legal Services,10
Mayor's Office,3647357.0,432113.0,27973.0,699793.0,0.0,0.0,2017,0.0,4807236.0,Mayor,05,Mayor's Office,05
Mayor's Office - Scholarships,0.0,0.0,0.0,200000.0,0.0,0.0,2017,0.0,200000.0,,05S,Mayor's Office: Scholarships,05
Mural Arts Program,528228.0,1145615.0,0.0,0.0,0.0,0.0,2017,0.0,1673843.0,Mural Arts,50,Mural Arts Program,50
Office of Arts & Culture & the Creative Economy,236770.0,524842.0,7000.0,3370688.0,0.0,0.0,2017,0.0,4139300.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
Office of Behavioral Health and Intellectual disAbility,1006269.0,13125510.0,0.0,0.0,0.0,0.0,2017,0.0,14131779.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Community Empowerment and Opportunity,90000.0,588847.0,0.0,500.0,0.0,0.0,2017,0.0,679347.0,CEO,08,Mayor's Office of Community Empowerment and Opportunity,08
Office of Education,1933963.0,11924801.0,17602.0,0.0,0.0,0.0,2017,0.0,13876366.0,OCF,66,Office of Children and Families,66
Office of Homeless Services,8491983.0,37992506.0,268281.0,31748.0,0.0,0.0,2017,0.0,46784518.0,OHS,24,Office of Homeless Services,24
Office of Housing and Community Development,0.0,3365000.0,0.0,8000.0,0.0,0.0,2017,0.0,3373000.0,,06,Office of Housing and Community Development,06
Office of Human Resources,5327367.0,807680.0,53849.0,0.0,0.0,0.0,2017,0.0,6188896.0,OHR,56,Office of Human Resources,56
Office of Innovation and Technology,19568493.0,33370635.0,3519730.0,0.0,0.0,0.0,2017,0.0,56458858.0,OIT,04,Office of Innovation and Technology,04
Office of Innovation and Technology-911,306800.0,13627225.0,6519712.0,0.0,0.0,0.0,2017,0.0,20453737.0,,04911,OIT: 911,04
Office of Planning and Development,450687.0,24535.0,51305.0,450000.0,0.0,0.0,2017,0.0,976527.0,,62,Mayor's Office of Planning and Development,62
Office of Property Assessment,11324075.0,1123780.0,246522.0,0.0,0.0,0.0,2017,0.0,12694377.0,OPA,59,Office of Property Assessment,59
Office of Sustainability,513653.0,273505.0,13782.0,0.0,0.0,0.0,2017,0.0,800940.0,Sustainability,49,Office of Sustainability,49
Office of the Chief Administrative Officer,3830324.0,1591592.0,15807.0,0.0,0.0,0.0,2017,0.0,5437723.0,CAO,65,Office of the Chief Administrative Officer,65
Office of the Inspector General,1355599.0,122322.0,5181.0,0.0,0.0,0.0,2017,0.0,1483102.0,OIG,48,Office of the Inspector General,48
Parks and Recreation,43978477.0,9380888.0,2729342.0,5045402.0,0.0,0.0,2017,0.0,61134109.0,Parks & Recreation,16,Department of Parks and Recreation,16
Planning and Development,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.0,Planning & Development,72,Department of Planning and Development,72
Police,631459043.0,7425914.0,12516712.0,14874051.0,0.0,0.0,2017,0.0,666275720.0,Police,11,Police Department,11
Prisons,148514858.0,105330348.0,4773561.0,2273324.0,0.0,0.0,2017,0.0,260892091.0,Prisons,23,Philadelphia Prison System,23
Procurement,2420035.0,2333751.0,48914.0,1125.0,0.0,0.0,2017,0.0,4803825.0,Procurement,38,Procurement Department,38
Public Health,51023872.0,70730733.0,5449070.0,270408.0,0.0,5500000.0,2017,0.0,132974083.0,Public Health,14,Department of Public Health,14
Public Property,8654937.0,29694728.0,1314120.0,1114758.0,0.0,23162734.0,2017,0.0,63941277.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,79720000.0,0.0,0.0,0.0,0.0,2017,0.0,79720000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,19816086.0,0.0,0.0,0.0,0.0,2017,0.0,19816086.0,,20SR,Public Property: Space Rentals,20
Public Property-Utilities,0.0,29294870.0,0.0,0.0,0.0,0.0,2017,0.0,29294870.0,,20U,Public Property: Utilities,20
Records,2822489.0,1472961.0,142539.0,1450.0,0.0,0.0,2017,0.0,4439439.0,Records,31,Department of Records,31
Register of Wills,3842824.0,48971.0,24629.0,0.0,0.0,0.0,2017,0.0,3916424.0,,68,Register of Wills,68
Revenue,20417912.0,7971138.0,767395.0,4000.0,0.0,0.0,2017,0.0,29160445.0,Revenue,36,Department of Revenue,36
Sheriff,25144829.0,715006.0,389946.0,138618.0,0.0,0.0,2017,0.0,26388399.0,Sheriff,70,Office of the Sheriff,70
Sinking Fund Commission (Debt Service),0.0,97474248.0,0.0,0.0,140892996.0,0.0,2017,0.0,238367244.0,Sinking Fund,37,Sinking Fund Commission,37
Streets,76897341.0,7537854.0,3610624.0,15386277.0,0.0,213764.0,2017,0.0,103645860.0,Streets,12,Streets Department,12
Streets-Disposal,0.0,38634506.0,0.0,0.0,0.0,0.0,2017,0.0,38634506.0,,12D,Streets: Disposal,12
Art Museum,0.0,0.0,0.0,2550500.0,0.0,0.0,2018,0.0,2550500.0,,34,Art Museum,34
Atwater Kent Museum,256771.0,0.0,0.0,50000.0,0.0,0.0,2018,0.0,306771.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing (City Controller),8324348.0,418276.0,19630.0,0.0,0.0,0.0,2018,0.0,8762254.0,,61,City Controller's Office,61
Board of Ethics,942040.0,27850.0,4454.0,0.0,0.0,0.0,2018,0.0,974344.0,,45,Board of Ethics,45
Board of Revision of Taxes,904051.0,33238.0,15242.0,0.0,0.0,0.0,2018,0.0,952531.0,BRT,63,Board of Revision of Taxes,63
City Commissioners,5524532.0,3790884.0,541610.0,267500.0,0.0,0.0,2018,0.0,10124526.0,City Commissioners,73,City Commissioner's Office,73
City Council,13909585.0,2094604.0,522619.0,432268.0,0.0,0.0,2018,0.0,16959076.0,,01,City Council,01
City Representative,631584.0,461959.0,23294.0,0.0,0.0,0.0,2018,0.0,1116837.0,City Rep,41,Office of the City Representative,41
City Treasurer,1064446.0,100862.0,12166.0,0.0,0.0,0.0,2018,0.0,1177474.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service Commission,163743.0,29500.0,220.0,0.0,0.0,0.0,2018,0.0,193463.0,,55,Civil Service Commission,55
Commerce,2114325.0,2950549.0,16568.0,500000.0,0.0,0.0,2018,0.0,5581442.0,Commerce,42,Office of the Director of Commerce,42
Commerce-Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,2018,0.0,15000000.0,,42CC,Commerce: Convention Center Subsidy,42
Commerce-Economic Stimulus,0.0,2854448.0,0.0,0.0,0.0,0.0,2018,0.0,2854448.0,,42ES,Commerce: Economic Stimulus,42
District Attorney,32249281.0,2523902.0,522017.0,225000.0,0.0,0.0,2018,0.0,35520200.0,DAO,69,District Attorney's Office,69
Finance,6963917.0,2855622.0,77135.0,4366897.0,0.0,30000000.0,2018,0.0,44263571.0,Finance,35,Office of the Director of Finance,35
Finance-Budget Stabilization,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,,35BS,Finance: Budget Stabilization,35
Finance-Community College Subsidy,0.0,0.0,0.0,30409207.0,0.0,0.0,2018,0.0,30409207.0,,35CC,Finance: Community College Subsidy,35
Finance-Employee Benefits,1314021386.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,1314021386.0,,35EB,Finance: Employee Benefits,35
Finance-Hero Scholarship Awards,0.0,0.0,0.0,2000.0,0.0,0.0,2018,0.0,2000.0,,35HA,Finance: Hero Scholarship Awards,35
Finance-Indemnities,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,,35IN,Finance: Indemnities,35
Finance-Refunds,0.0,0.0,0.0,10202.0,0.0,0.0,2018,0.0,10202.0,,35R,Finance: Refunds,35
Finance-Reg #32,2556892.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,2556892.0,,35R32,Finance: Reg #32,35
Finance-School District Contribution,0.0,0.0,0.0,104348281.0,0.0,0.0,2018,0.0,104348281.0,,35SD,Finance: School District Contribution,35
Finance-Witness Fees,0.0,86141.0,0.0,0.0,0.0,0.0,2018,0.0,86141.0,,35WF,Finance: Witness Fees,35
Fire,244026657.0,6737647.0,9306254.0,626727.0,0.0,7866000.0,2018,0.0,268563285.0,Fire,13,Fire Department,13
First Judicial District,98343914.0,13443049.0,2384963.0,0.0,0.0,0.0,2018,0.0,114171926.0,FJD,84,First Judicial District,84
